2024-11-16 23:15:00 : ===================== 2024-11-16T23:15:00.750593 =====================
2024-11-16 23:15:00 : ===================== FINE-TUNING ON PROMPT 7 =====================
2024-11-16 23:15:00 : Settings: Namespace(data='init/asap_5_splits.csv', bert_model_path='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8_3', chunk_sizes='90_30_130_10', prompt=[7], batch_size=16, epochs=80, sample=-1, learning_rate=6e-05, result_file='results/finetune/p7.txt', save_model='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p7/p7.pt', device='cuda', log=PosixPath('logs/finetune-p7.log'), comment='Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.')
2024-11-16 23:15:00 : Additional Comments: Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.
2024-11-16 23:15:03 : Train/Eval/Test: 918/337/314
2024-11-16 23:15:03 : Started training loop for p7.pt
2024-11-16 23:15:07 : 1/80 | 0/58: 99.64878
2024-11-19 02:28:29 : 3/80 | 54/58: 0.15153
2024-11-19 02:28:30 : 3/80 | 55/58: 0.16795
2024-11-19 02:28:32 : 3/80 | 56/58: 0.21586
2024-11-19 02:28:34 : 3/80 | 57/58: 0.22525
2024-11-19 02:28:35 : 3/80 | 58/58: 0.27221
2024-11-19 02:29:05 : 3: Evaluation loss: 4.25924 | Pearson: 0.77500 | QWK:  0.75600
2024-11-19 02:29:05 : Saving model p7.pt on epoch 3 (4.25924 is the new best loss!)
2024-11-19 02:29:08 : 4/80 | 1/58: 0.77019
2024-11-19 02:29:10 : 4/80 | 2/58: 0.65515
2024-11-19 02:29:12 : 4/80 | 3/58: 0.22159
2024-11-19 02:29:13 : 4/80 | 4/58: 0.17760
2024-11-19 02:29:15 : 4/80 | 5/58: 0.22634
2024-11-19 02:29:17 : 4/80 | 6/58: 0.38439
2024-11-19 02:29:18 : 4/80 | 7/58: 0.55441
2024-11-19 02:29:20 : 4/80 | 8/58: 0.48844
2024-11-19 02:29:22 : 4/80 | 9/58: 0.19838
2024-11-19 02:29:23 : 4/80 | 10/58: 0.35685
2024-11-19 02:29:25 : 4/80 | 11/58: 0.43256
2024-11-19 02:29:27 : 4/80 | 12/58: 0.41818
2024-11-19 02:29:29 : 4/80 | 13/58: 0.14340
2024-11-19 02:29:30 : 4/80 | 14/58: 0.42555
2024-11-19 02:29:32 : 4/80 | 15/58: 0.59430
2024-11-19 02:29:34 : 4/80 | 16/58: 0.37703
2024-11-19 02:29:35 : 4/80 | 17/58: 0.23593
2024-11-19 02:29:37 : 4/80 | 18/58: 0.26037
2024-11-19 02:29:39 : 4/80 | 19/58: 0.37953
2024-11-19 02:29:41 : 4/80 | 20/58: 0.57141
2024-11-19 02:29:42 : 4/80 | 21/58: 0.13009
2024-11-19 02:29:44 : 4/80 | 22/58: 0.24066
2024-11-19 02:29:46 : 4/80 | 23/58: 0.31889
2024-11-19 02:29:47 : 4/80 | 24/58: 0.32702
2024-11-19 02:29:49 : 4/80 | 25/58: 0.09589
2024-11-19 02:29:51 : 4/80 | 26/58: 0.22669
2024-11-19 02:29:53 : 4/80 | 27/58: 0.26167
2024-11-19 02:29:54 : 4/80 | 28/58: 0.65800
2024-11-19 02:29:56 : 4/80 | 29/58: 0.43861
2024-11-19 02:29:58 : 4/80 | 30/58: 0.17667
2024-11-19 02:29:59 : 4/80 | 31/58: 0.38957
2024-11-19 02:30:01 : 4/80 | 32/58: 0.35322
2024-11-19 02:30:03 : 4/80 | 33/58: 0.19661
2024-11-19 02:30:04 : 4/80 | 34/58: 0.26352
2024-11-19 02:30:06 : 4/80 | 35/58: 0.35168
2024-11-19 02:30:08 : 4/80 | 36/58: 0.23398
2024-11-19 02:30:09 : 4/80 | 37/58: 0.22299
2024-11-19 02:30:11 : 4/80 | 38/58: 0.11596
2024-11-19 02:30:13 : 4/80 | 39/58: 0.11808
2024-11-19 02:30:15 : 4/80 | 40/58: 0.16182
2024-11-19 02:30:16 : 4/80 | 41/58: 0.17024
2024-11-19 02:30:18 : 4/80 | 42/58: 0.11404
2024-11-19 02:30:20 : 4/80 | 43/58: 0.15221
2024-11-19 02:30:21 : 4/80 | 44/58: 0.05345
2024-11-19 02:30:23 : 4/80 | 45/58: 0.12798
2024-11-19 02:30:25 : 4/80 | 46/58: 0.14680
2024-11-19 02:30:26 : 4/80 | 47/58: 0.21769
2024-11-19 02:30:28 : 4/80 | 48/58: 0.14521
2024-11-19 02:30:30 : 4/80 | 49/58: 0.10499
2024-11-19 02:30:31 : 4/80 | 50/58: 0.16362
2024-11-19 02:30:33 : 4/80 | 51/58: 0.23627
2024-11-19 02:30:35 : 4/80 | 52/58: 0.10611
2024-11-19 02:30:36 : 4/80 | 53/58: 0.10632
2024-11-19 02:30:38 : 4/80 | 54/58: 0.09706
2024-11-19 02:30:40 : 4/80 | 55/58: 0.12562
2024-11-19 02:30:41 : 4/80 | 56/58: 0.17935
2024-11-19 02:30:43 : 4/80 | 57/58: 0.15703
2024-11-19 02:30:44 : 4/80 | 58/58: 0.06138
2024-11-19 02:31:15 : 4: Evaluation loss: 4.60160 | Pearson: 0.75700 | QWK:  0.73900
2024-11-19 02:31:17 : 5/80 | 1/58: 0.28108
2024-11-19 02:31:18 : 5/80 | 2/58: 0.31296
2024-11-19 02:31:20 : 5/80 | 3/58: 0.37391
2024-11-19 02:31:22 : 5/80 | 4/58: 0.19031
2024-11-19 02:31:23 : 5/80 | 5/58: 0.14338
2024-11-19 02:31:25 : 5/80 | 6/58: 0.26590
2024-11-19 02:31:27 : 5/80 | 7/58: 0.20320
2024-11-19 02:31:29 : 5/80 | 8/58: 0.13784
2024-11-19 02:31:30 : 5/80 | 9/58: 0.07622
2024-11-19 02:31:32 : 5/80 | 10/58: 0.15020
2024-11-19 02:31:34 : 5/80 | 11/58: 0.25487
2024-11-19 02:31:35 : 5/80 | 12/58: 0.14082
2024-11-19 02:31:37 : 5/80 | 13/58: 0.11582
2024-11-19 02:31:39 : 5/80 | 14/58: 0.16179
2024-11-19 02:31:40 : 5/80 | 15/58: 0.24820
2024-11-19 02:31:42 : 5/80 | 16/58: 0.19793
2024-11-19 02:31:44 : 5/80 | 17/58: 0.06405
2024-11-19 02:31:45 : 5/80 | 18/58: 0.11522
2024-11-19 02:31:47 : 5/80 | 19/58: 0.11230
2024-11-19 02:31:49 : 5/80 | 20/58: 0.12523
2024-11-19 02:31:51 : 5/80 | 21/58: 0.34916
2024-11-19 02:31:52 : 5/80 | 22/58: 0.25190
2024-11-19 02:31:54 : 5/80 | 23/58: 0.31348
2024-11-19 02:31:56 : 5/80 | 24/58: 0.15831
2024-11-19 02:31:57 : 5/80 | 25/58: 0.16454
2024-11-19 02:31:59 : 5/80 | 26/58: 0.18419
2024-11-19 02:32:01 : 5/80 | 27/58: 0.10079
2024-11-19 02:32:02 : 5/80 | 28/58: 0.14280
2024-11-19 02:32:04 : 5/80 | 29/58: 0.21546
2024-11-19 02:32:06 : 5/80 | 30/58: 0.11774
2024-11-19 02:32:07 : 5/80 | 31/58: 0.15924
2024-11-19 02:32:09 : 5/80 | 32/58: 0.23919
2024-11-19 02:32:11 : 5/80 | 33/58: 0.16590
2024-11-19 02:32:12 : 5/80 | 34/58: 0.10141
2024-11-19 02:32:14 : 5/80 | 35/58: 0.12330
2024-11-19 02:32:16 : 5/80 | 36/58: 0.12846
2024-11-19 02:32:17 : 5/80 | 37/58: 0.10850
2024-11-19 02:32:19 : 5/80 | 38/58: 0.19435
2024-11-19 02:32:21 : 5/80 | 39/58: 0.10094
2024-11-19 02:32:22 : 5/80 | 40/58: 0.17741
2024-11-19 02:32:24 : 5/80 | 41/58: 0.15350
2024-11-19 02:32:26 : 5/80 | 42/58: 0.08761
2024-11-19 02:32:27 : 5/80 | 43/58: 0.09582
2024-11-19 02:32:29 : 5/80 | 44/58: 0.18716
2024-11-19 02:32:31 : 5/80 | 45/58: 0.09017
2024-11-19 02:32:32 : 5/80 | 46/58: 0.16469
2024-11-19 02:32:34 : 5/80 | 47/58: 0.14195
2024-11-19 02:32:36 : 5/80 | 48/58: 0.13115
2024-11-19 02:32:38 : 5/80 | 49/58: 0.12921
2024-11-19 02:32:39 : 5/80 | 50/58: 0.14080
2024-11-19 02:32:41 : 5/80 | 51/58: 0.15018
2024-11-19 02:32:42 : 5/80 | 52/58: 0.12251
2024-11-19 02:32:44 : 5/80 | 53/58: 0.18574
2024-11-19 02:32:46 : 5/80 | 54/58: 0.28203
2024-11-19 02:32:47 : 5/80 | 55/58: 0.08790
2024-11-19 02:32:49 : 5/80 | 56/58: 0.08634
2024-11-19 02:32:51 : 5/80 | 57/58: 0.16972
2024-11-19 02:32:52 : 5/80 | 58/58: 0.10750
2024-11-19 02:33:23 : 5: Evaluation loss: 4.31960 | Pearson: 0.77200 | QWK:  0.75200
2024-11-19 02:33:25 : 6/80 | 1/58: 0.18932
2024-11-19 02:33:27 : 6/80 | 2/58: 0.29919
2024-11-19 02:33:28 : 6/80 | 3/58: 0.33019
2024-11-19 02:33:30 : 6/80 | 4/58: 0.28804
2024-11-19 02:33:32 : 6/80 | 5/58: 0.12650
2024-11-19 02:33:33 : 6/80 | 6/58: 0.19145
2024-11-19 02:33:35 : 6/80 | 7/58: 0.16863
2024-11-19 02:33:37 : 6/80 | 8/58: 0.16519
2024-11-19 02:33:38 : 6/80 | 9/58: 0.14991
2024-11-19 02:33:40 : 6/80 | 10/58: 0.14162
2024-11-19 02:33:42 : 6/80 | 11/58: 0.26621
2024-11-19 02:33:44 : 6/80 | 12/58: 0.09581
2024-11-19 02:33:45 : 6/80 | 13/58: 0.10366
2024-11-19 02:33:47 : 6/80 | 14/58: 0.31632
2024-11-19 02:33:49 : 6/80 | 15/58: 0.20488
2024-11-19 02:33:50 : 6/80 | 16/58: 0.20297
2024-11-19 02:33:52 : 6/80 | 17/58: 0.31700
2024-11-19 02:33:54 : 6/80 | 18/58: 0.19775
2024-11-19 02:33:56 : 6/80 | 19/58: 0.20838
2024-11-19 02:33:57 : 6/80 | 20/58: 0.19847
2024-11-19 02:33:59 : 6/80 | 21/58: 0.21449
2024-11-19 02:34:01 : 6/80 | 22/58: 0.15242
2024-11-19 02:34:02 : 6/80 | 23/58: 0.08912
2024-11-19 02:34:04 : 6/80 | 24/58: 0.12967
2024-11-19 02:34:06 : 6/80 | 25/58: 0.08110
2024-11-19 02:34:08 : 6/80 | 26/58: 0.08409
2024-11-19 02:34:09 : 6/80 | 27/58: 0.19107
2024-11-19 02:34:11 : 6/80 | 28/58: 0.16220
2024-11-19 02:34:13 : 6/80 | 29/58: 0.19062
2024-11-19 02:34:14 : 6/80 | 30/58: 0.20678
2024-11-19 02:34:16 : 6/80 | 31/58: 0.15418
2024-11-19 02:34:18 : 6/80 | 32/58: 0.14924
2024-11-19 02:34:19 : 6/80 | 33/58: 0.12876
2024-11-19 02:34:21 : 6/80 | 34/58: 0.15868
2024-11-19 02:34:23 : 6/80 | 35/58: 0.14100
2024-11-19 02:34:24 : 6/80 | 36/58: 0.12436
2024-11-19 02:34:26 : 6/80 | 37/58: 0.09590
2024-11-19 02:34:28 : 6/80 | 38/58: 0.18422
2024-11-19 02:34:29 : 6/80 | 39/58: 0.06722
2024-11-19 02:34:31 : 6/80 | 40/58: 0.12843
2024-11-19 02:34:33 : 6/80 | 41/58: 0.12789
2024-11-19 02:34:34 : 6/80 | 42/58: 0.14499
2024-11-19 02:34:36 : 6/80 | 43/58: 0.08028
2024-11-19 02:34:38 : 6/80 | 44/58: 0.11571
2024-11-19 02:34:39 : 6/80 | 45/58: 0.14310
