2024-11-18 04:22:13 : ===================== 2024-11-18T04:22:13.203800 =====================
2024-11-18 04:22:13 : ===================== FINE-TUNING ON PROMPT 7 =====================
2024-11-18 04:22:13 : Settings: Namespace(data='init/asap_5_splits.csv', bert_model_path='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8_3', chunk_sizes='90_30_130_10', prompt=[7], batch_size=16, epochs=80, sample=-1, learning_rate=6e-05, result_file='results/finetune/p7.txt', save_model='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p7/p7.pt', device='cuda', log=PosixPath('logs/finetune-7.log'), comment='Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.')
2024-11-18 04:22:13 : Additional Comments: Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.
2024-11-18 04:22:22 : Train/Eval/Test: 918/337/314
2024-11-18 04:22:22 : Started training loop for p7.pt
2024-11-18 04:22:28 : 1/80 | 1/58: 97.80029
2024-11-19 00:06:10 : 1/1 | 57/58: 0.72812
2024-11-19 00:06:12 : 1/1 | 58/58: 1.25558
2024-11-19 02:14:18 : ===================== 2024-11-19T02:14:18.028740 =====================
2024-11-19 02:14:18 : ===================== FINE-TUNING ON PROMPT 7 =====================
2024-11-19 02:14:18 : Settings: Namespace(data='init/asap_5_splits.csv', bert_model_path='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8_3', chunk_sizes='90_30_130_10', prompt=[7], batch_size=16, epochs=1, sample=-1, learning_rate=6e-05, result_file='results/finetune/p7.txt', save_model='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p7/p7.pt', device='cuda', log=PosixPath('logs/finetune-7.log'), comment='Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.')
2024-11-19 02:14:18 : Additional Comments: Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.
2024-11-19 02:14:27 : Train/Eval/Test: 918/337/314
2024-11-19 02:14:27 : Started training loop for p7.pt
2024-11-19 02:14:32 : 1/1 | 1/58: 103.51819
2024-11-19 02:14:34 : 1/1 | 2/58: 83.91833
2024-11-19 02:14:36 : 1/1 | 3/58: 74.83127
2024-11-19 02:14:37 : 1/1 | 4/58: 62.50517
2024-11-19 02:14:39 : 1/1 | 5/58: 56.12927
2024-11-19 02:14:41 : 1/1 | 6/58: 48.90305
2024-11-19 02:14:42 : 1/1 | 7/58: 43.85905
2024-11-19 02:14:44 : 1/1 | 8/58: 41.08278
2024-11-19 02:14:46 : 1/1 | 9/58: 31.56781
2024-11-19 02:14:47 : 1/1 | 10/58: 27.31420
2024-11-19 02:14:49 : 1/1 | 11/58: 18.22247
2024-11-19 02:14:51 : 1/1 | 12/58: 18.12663
2024-11-19 02:14:52 : 1/1 | 13/58: 14.84948
2024-11-19 02:14:54 : 1/1 | 14/58: 14.56699
2024-11-19 02:14:56 : 1/1 | 15/58: 16.91566
2024-11-19 02:14:57 : 1/1 | 16/58: 15.35866
2024-11-19 02:14:59 : 1/1 | 17/58: 15.53382
2024-11-19 02:15:01 : 1/1 | 18/58: 13.57408
2024-11-19 02:15:02 : 1/1 | 19/58: 13.95835
2024-11-19 02:15:04 : 1/1 | 20/58: 12.54803
2024-11-19 02:15:06 : 1/1 | 21/58: 9.33679
2024-11-19 02:15:08 : 1/1 | 22/58: 8.70856
2024-11-19 02:15:09 : 1/1 | 23/58: 9.58533
2024-11-19 02:15:11 : 1/1 | 24/58: 11.84290
2024-11-19 02:15:13 : 1/1 | 25/58: 11.46067
2024-11-19 02:15:14 : 1/1 | 26/58: 11.01841
2024-11-19 02:15:16 : 1/1 | 27/58: 8.24411
2024-11-19 02:15:17 : 1/1 | 28/58: 8.65360
2024-11-19 02:15:19 : 1/1 | 29/58: 8.52709
2024-11-19 02:15:21 : 1/1 | 30/58: 8.10696
2024-11-19 02:15:23 : 1/1 | 31/58: 6.51938
2024-11-19 02:15:24 : 1/1 | 32/58: 6.10998
2024-11-19 02:15:26 : 1/1 | 33/58: 4.53014
2024-11-19 02:15:28 : 1/1 | 34/58: 5.58993
2024-11-19 02:15:29 : 1/1 | 35/58: 5.20420
2024-11-19 02:15:31 : 1/1 | 36/58: 5.59321
2024-11-19 02:15:33 : 1/1 | 37/58: 5.54185
2024-11-19 02:15:34 : 1/1 | 38/58: 3.47608
2024-11-19 02:15:36 : 1/1 | 39/58: 4.05513
2024-11-19 02:15:38 : 1/1 | 40/58: 2.24291
2024-11-19 02:15:39 : 1/1 | 41/58: 2.56150
2024-11-19 02:15:41 : 1/1 | 42/58: 1.30751
2024-11-19 02:15:43 : 1/1 | 43/58: 2.48825
2024-11-19 02:15:44 : 1/1 | 44/58: 1.74816
2024-11-19 02:15:46 : 1/1 | 45/58: 2.47233
2024-11-19 02:15:48 : 1/1 | 46/58: 1.86368
2024-11-19 02:15:49 : 1/1 | 47/58: 0.81900
2024-11-19 02:15:51 : 1/1 | 48/58: 1.96999
2024-11-19 02:15:53 : 1/1 | 49/58: 1.22497
2024-11-19 02:15:54 : 1/1 | 50/58: 0.71520
2024-11-19 02:15:56 : 1/1 | 51/58: 2.42195
2024-11-19 02:15:58 : 1/1 | 52/58: 1.64515
2024-11-19 02:15:59 : 1/1 | 53/58: 1.97707
2024-11-19 02:16:01 : 1/1 | 54/58: 1.97601
2024-11-19 02:16:03 : 1/1 | 55/58: 1.41296
2024-11-19 02:16:04 : 1/1 | 56/58: 0.83731
2024-11-19 02:16:06 : 1/1 | 57/58: 1.11879
2024-11-19 02:16:08 : 1/1 | 58/58: 0.66496
