2024-11-16 23:15:00 : ===================== 2024-11-16T23:15:00.980929 =====================
2024-11-16 23:15:00 : ===================== FINE-TUNING ON PROMPT 4 =====================
2024-11-16 23:15:00 : Settings: Namespace(data='init/asap_5_splits.csv', bert_model_path='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8_3', chunk_sizes='90_30_130_10', prompt=[4], batch_size=16, epochs=80, sample=-1, learning_rate=6e-05, result_file='results/finetune/p4.txt', save_model='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p4/p4.pt', device='cuda', log=PosixPath('logs/finetune-p4.log'), comment='Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.')
2024-11-16 23:15:00 : Additional Comments: Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.
2024-11-16 23:15:04 : Train/Eval/Test: 1057/359/355
2024-11-16 23:15:04 : Started training loop for p4.pt
2024-11-16 23:15:08 : 1/80 | 0/67: 0.30412
2024-11-16 23:15:56 : 1/80 | 33/67: 0.06759
2024-11-16 23:15:58 : 1/80 | 34/67: 0.10389
2024-11-16 23:15:59 : 1/80 | 35/67: 0.07107
2024-11-16 23:16:01 : 1/80 | 36/67: 0.08128
2024-11-16 23:16:02 : 1/80 | 37/67: 0.06315
2024-11-16 23:16:04 : 1/80 | 38/67: 0.09719
2024-11-16 23:16:05 : 1/80 | 39/67: 0.09260
2024-11-16 23:16:06 : 1/80 | 40/67: 0.05478
2024-11-16 23:16:08 : 1/80 | 41/67: 0.04509
2024-11-16 23:16:09 : 1/80 | 42/67: 0.03091
2024-11-16 23:16:11 : 1/80 | 43/67: 0.05712
2024-11-16 23:16:12 : 1/80 | 44/67: 0.05100
2024-11-16 23:16:14 : 1/80 | 45/67: 0.11546
2024-11-16 23:16:15 : 1/80 | 46/67: 0.09377
2024-11-16 23:16:16 : 1/80 | 47/67: 0.07612
2024-11-16 23:16:18 : 1/80 | 48/67: 0.08183
2024-11-16 23:16:19 : 1/80 | 49/67: 0.05818
2024-11-16 23:16:21 : 1/80 | 50/67: 0.10434
2024-11-16 23:16:22 : 1/80 | 51/67: 0.08216
2024-11-16 23:16:23 : 1/80 | 52/67: 0.05669
2024-11-16 23:16:25 : 1/80 | 53/67: 0.07997
2024-11-16 23:16:26 : 1/80 | 54/67: 0.05499
2024-11-16 23:16:28 : 1/80 | 55/67: 0.09015
2024-11-16 23:16:29 : 1/80 | 56/67: 0.05107
2024-11-16 23:16:30 : 1/80 | 57/67: 0.09644
2024-11-16 23:16:32 : 1/80 | 58/67: 0.08610
2024-11-16 23:16:33 : 1/80 | 59/67: 0.06962
2024-11-16 23:16:35 : 1/80 | 60/67: 0.09735
2024-11-16 23:16:36 : 1/80 | 61/67: 0.03030
2024-11-16 23:16:38 : 1/80 | 62/67: 0.08016
2024-11-16 23:16:39 : 1/80 | 63/67: 0.07442
2024-11-16 23:16:40 : 1/80 | 64/67: 0.06450
2024-11-16 23:16:42 : 1/80 | 65/67: 0.04266
2024-11-16 23:16:43 : 1/80 | 66/67: 0.06968
2024-11-16 23:17:10 : 1: Evaluation loss: 0.22086 | Pearson: 0.76800 | QWK:  0.58700
2024-11-16 23:17:10 : Saving model p4.pt on epoch 1 (0.22086 is the new best loss!)
2024-11-16 23:17:16 : 2/80 | 0/67: 0.10894
2024-11-16 23:17:18 : 2/80 | 1/67: 0.09855
2024-11-16 23:17:19 : 2/80 | 2/67: 0.12081
2024-11-16 23:17:21 : 2/80 | 3/67: 0.11039
2024-11-16 23:17:22 : 2/80 | 4/67: 0.09703
2024-11-16 23:17:24 : 2/80 | 5/67: 0.09419
2024-11-16 23:17:25 : 2/80 | 6/67: 0.09557
2024-11-16 23:17:26 : 2/80 | 7/67: 0.09974
2024-11-16 23:17:28 : 2/80 | 8/67: 0.03448
2024-11-16 23:17:29 : 2/80 | 9/67: 0.08129
2024-11-16 23:17:31 : 2/80 | 10/67: 0.07145
2024-11-16 23:17:32 : 2/80 | 11/67: 0.05513
2024-11-16 23:17:34 : 2/80 | 12/67: 0.02970
2024-11-16 23:17:35 : 2/80 | 13/67: 0.02180
2024-11-16 23:17:37 : 2/80 | 14/67: 0.06070
2024-11-16 23:17:38 : 2/80 | 15/67: 0.07497
2024-11-16 23:17:40 : 2/80 | 16/67: 0.02879
2024-11-16 23:17:41 : 2/80 | 17/67: 0.09075
2024-11-16 23:17:43 : 2/80 | 18/67: 0.07747
2024-11-16 23:17:44 : 2/80 | 19/67: 0.06856
2024-11-16 23:17:45 : 2/80 | 20/67: 0.04538
2024-11-16 23:17:47 : 2/80 | 21/67: 0.04424
2024-11-16 23:17:48 : 2/80 | 22/67: 0.06048
2024-11-16 23:17:50 : 2/80 | 23/67: 0.02982
2024-11-16 23:17:51 : 2/80 | 24/67: 0.04986
2024-11-16 23:17:53 : 2/80 | 25/67: 0.02583
2024-11-16 23:17:54 : 2/80 | 26/67: 0.06600
2024-11-16 23:17:56 : 2/80 | 27/67: 0.03356
2024-11-16 23:17:57 : 2/80 | 28/67: 0.01452
2024-11-16 23:17:59 : 2/80 | 29/67: 0.04531
2024-11-16 23:18:00 : 2/80 | 30/67: 0.04101
2024-11-16 23:18:02 : 2/80 | 31/67: 0.02968
2024-11-16 23:18:03 : 2/80 | 32/67: 0.03267
2024-11-16 23:18:04 : 2/80 | 33/67: 0.02448
2024-11-16 23:18:06 : 2/80 | 34/67: 0.04336
2024-11-16 23:18:07 : 2/80 | 35/67: 0.03430
2024-11-16 23:18:09 : 2/80 | 36/67: 0.04049
2024-11-16 23:18:10 : 2/80 | 37/67: 0.03740
2024-11-16 23:18:12 : 2/80 | 38/67: 0.02887
2024-11-16 23:18:13 : 2/80 | 39/67: 0.03484
2024-11-16 23:18:15 : 2/80 | 40/67: 0.06226
2024-11-16 23:18:16 : 2/80 | 41/67: 0.05072
2024-11-16 23:18:17 : 2/80 | 42/67: 0.05072
2024-11-16 23:18:19 : 2/80 | 43/67: 0.04028
2024-11-16 23:18:20 : 2/80 | 44/67: 0.03222
2024-11-16 23:18:22 : 2/80 | 45/67: 0.05902
2024-11-16 23:18:23 : 2/80 | 46/67: 0.01925
2024-11-16 23:18:25 : 2/80 | 47/67: 0.05940
2024-11-16 23:18:26 : 2/80 | 48/67: 0.05619
2024-11-16 23:18:28 : 2/80 | 49/67: 0.03255
2024-11-16 23:18:29 : 2/80 | 50/67: 0.02684
2024-11-16 23:18:31 : 2/80 | 51/67: 0.03734
2024-11-16 23:18:32 : 2/80 | 52/67: 0.02505
2024-11-16 23:18:33 : 2/80 | 53/67: 0.04853
2024-11-16 23:18:35 : 2/80 | 54/67: 0.02228
2024-11-16 23:18:36 : 2/80 | 55/67: 0.03038
2024-11-16 23:18:38 : 2/80 | 56/67: 0.05493
2024-11-16 23:18:39 : 2/80 | 57/67: 0.05649
2024-11-16 23:18:41 : 2/80 | 58/67: 0.02110
2024-11-16 23:18:42 : 2/80 | 59/67: 0.02460
2024-11-16 23:18:44 : 2/80 | 60/67: 0.03938
2024-11-16 23:18:45 : 2/80 | 61/67: 0.05261
2024-11-16 23:18:46 : 2/80 | 62/67: 0.02778
2024-11-16 23:18:48 : 2/80 | 63/67: 0.01902
2024-11-16 23:18:49 : 2/80 | 64/67: 0.02845
2024-11-16 23:18:51 : 2/80 | 65/67: 0.04734
2024-11-16 23:18:52 : 2/80 | 66/67: 0.05481
2024-11-16 23:19:19 : 2: Evaluation loss: 0.21800 | Pearson: 0.78000 | QWK:  0.58000
2024-11-16 23:19:19 : Saving model p4.pt on epoch 2 (0.21800 is the new best loss!)
2024-11-16 23:19:21 : 3/80 | 0/67: 0.08108
2024-11-16 23:19:23 : 3/80 | 1/67: 0.03264
2024-11-16 23:19:24 : 3/80 | 2/67: 0.05860
2024-11-16 23:19:26 : 3/80 | 3/67: 0.05737
2024-11-16 23:19:27 : 3/80 | 4/67: 0.04268
2024-11-16 23:19:29 : 3/80 | 5/67: 0.03106
2024-11-16 23:19:30 : 3/80 | 6/67: 0.03182
2024-11-16 23:19:32 : 3/80 | 7/67: 0.04687
2024-11-16 23:19:33 : 3/80 | 8/67: 0.06448
2024-11-16 23:19:35 : 3/80 | 9/67: 0.06688
2024-11-16 23:19:36 : 3/80 | 10/67: 0.03536
2024-11-16 23:19:37 : 3/80 | 11/67: 0.03420
2024-11-16 23:19:39 : 3/80 | 12/67: 0.04404
2024-11-16 23:19:40 : 3/80 | 13/67: 0.01779
2024-11-16 23:19:42 : 3/80 | 14/67: 0.04078
2024-11-16 23:19:43 : 3/80 | 15/67: 0.03048
2024-11-16 23:19:45 : 3/80 | 16/67: 0.05786
2024-11-16 23:19:46 : 3/80 | 17/67: 0.03604
2024-11-16 23:19:48 : 3/80 | 18/67: 0.02520
2024-11-16 23:19:49 : 3/80 | 19/67: 0.02879
2024-11-16 23:19:51 : 3/80 | 20/67: 0.03530
2024-11-16 23:19:52 : 3/80 | 21/67: 0.03923
2024-11-16 23:19:54 : 3/80 | 22/67: 0.01799
2024-11-16 23:19:55 : 3/80 | 23/67: 0.01553
2024-11-16 23:19:57 : 3/80 | 24/67: 0.02467
2024-11-16 23:19:58 : 3/80 | 25/67: 0.01437
2024-11-16 23:19:59 : 3/80 | 26/67: 0.03445
2024-11-16 23:20:01 : 3/80 | 27/67: 0.02694
2024-11-16 23:20:02 : 3/80 | 28/67: 0.02123
2024-11-16 23:20:04 : 3/80 | 29/67: 0.02850
2024-11-16 23:20:05 : 3/80 | 30/67: 0.01998
2024-11-16 23:20:07 : 3/80 | 31/67: 0.01447
2024-11-16 23:20:08 : 3/80 | 32/67: 0.02898
2024-11-16 23:20:10 : 3/80 | 33/67: 0.01151
2024-11-16 23:20:11 : 3/80 | 34/67: 0.01828
2024-11-16 23:20:12 : 3/80 | 35/67: 0.01609
2024-11-16 23:20:14 : 3/80 | 36/67: 0.01198
2024-11-16 23:20:15 : 3/80 | 37/67: 0.03376
2024-11-16 23:20:17 : 3/80 | 38/67: 0.03021
2024-11-16 23:20:18 : 3/80 | 39/67: 0.02598
2024-11-16 23:20:20 : 3/80 | 40/67: 0.02407
2024-11-16 23:20:21 : 3/80 | 41/67: 0.02713
2024-11-16 23:20:23 : 3/80 | 42/67: 0.02367
2024-11-16 23:20:24 : 3/80 | 43/67: 0.00995
2024-11-16 23:20:26 : 3/80 | 44/67: 0.02360
2024-11-16 23:20:27 : 3/80 | 45/67: 0.02228
2024-11-16 23:20:28 : 3/80 | 46/67: 0.03181
2024-11-16 23:20:30 : 3/80 | 47/67: 0.02864
2024-11-16 23:20:31 : 3/80 | 48/67: 0.02867
2024-11-16 23:20:33 : 3/80 | 49/67: 0.02237
2024-11-16 23:20:34 : 3/80 | 50/67: 0.01519
2024-11-16 23:20:36 : 3/80 | 51/67: 0.02345
2024-11-16 23:20:37 : 3/80 | 52/67: 0.01325
2024-11-16 23:20:39 : 3/80 | 53/67: 0.02163
2024-11-16 23:20:40 : 3/80 | 54/67: 0.02659
2024-11-16 23:20:41 : 3/80 | 55/67: 0.02361
2024-11-16 23:20:43 : 3/80 | 56/67: 0.02402
2024-11-16 23:20:44 : 3/80 | 57/67: 0.02430
2024-11-16 23:20:46 : 3/80 | 58/67: 0.01262
2024-11-16 23:20:47 : 3/80 | 59/67: 0.03400
2024-11-16 23:20:49 : 3/80 | 60/67: 0.01452
2024-11-16 23:20:50 : 3/80 | 61/67: 0.02298
2024-11-16 23:20:52 : 3/80 | 62/67: 0.02097
2024-11-16 23:20:53 : 3/80 | 63/67: 0.01790
2024-11-16 23:20:55 : 3/80 | 64/67: 0.03192
2024-11-16 23:20:56 : 3/80 | 65/67: 0.02446
2024-11-16 23:20:57 : 3/80 | 66/67: 0.01836
2024-11-16 23:21:24 : 3: Evaluation loss: 0.20821 | Pearson: 0.78500 | QWK:  0.56700
2024-11-16 23:21:24 : Saving model p4.pt on epoch 3 (0.20821 is the new best loss!)
2024-11-16 23:21:27 : 4/80 | 0/67: 0.02471
2024-11-16 23:21:28 : 4/80 | 1/67: 0.03018
2024-11-16 23:21:30 : 4/80 | 2/67: 0.01789
2024-11-16 23:21:31 : 4/80 | 3/67: 0.03732
2024-11-16 23:21:33 : 4/80 | 4/67: 0.02734
2024-11-16 23:21:34 : 4/80 | 5/67: 0.00840
2024-11-16 23:21:36 : 4/80 | 6/67: 0.01629
2024-11-16 23:21:38 : 4/80 | 7/67: 0.02808
2024-11-16 23:21:39 : 4/80 | 8/67: 0.01181
2024-11-16 23:21:41 : 4/80 | 9/67: 0.01633
2024-11-16 23:21:42 : 4/80 | 10/67: 0.01663
2024-11-16 23:21:44 : 4/80 | 11/67: 0.01331
2024-11-16 23:21:45 : 4/80 | 12/67: 0.01306
2024-11-16 23:21:47 : 4/80 | 13/67: 0.01156
2024-11-16 23:21:49 : 4/80 | 14/67: 0.00654
2024-11-16 23:21:50 : 4/80 | 15/67: 0.01780
2024-11-16 23:21:52 : 4/80 | 16/67: 0.01397
2024-11-16 23:21:53 : 4/80 | 17/67: 0.01670
2024-11-16 23:21:55 : 4/80 | 18/67: 0.01375
2024-11-16 23:21:56 : 4/80 | 19/67: 0.02097
2024-11-16 23:21:58 : 4/80 | 20/67: 0.01705
2024-11-16 23:22:00 : 4/80 | 21/67: 0.02317
2024-11-16 23:22:01 : 4/80 | 22/67: 0.01207
2024-11-16 23:22:03 : 4/80 | 23/67: 0.00743
2024-11-16 23:22:04 : 4/80 | 24/67: 0.02588
2024-11-16 23:22:06 : 4/80 | 25/67: 0.01317
2024-11-16 23:22:07 : 4/80 | 26/67: 0.02694
2024-11-16 23:22:09 : 4/80 | 27/67: 0.03014
2024-11-16 23:22:10 : 4/80 | 28/67: 0.01694
2024-11-16 23:22:11 : 4/80 | 29/67: 0.02688
2024-11-16 23:22:13 : 4/80 | 30/67: 0.01443
2024-11-16 23:22:14 : 4/80 | 31/67: 0.04073
2024-11-16 23:22:16 : 4/80 | 32/67: 0.01451
2024-11-16 23:22:17 : 4/80 | 33/67: 0.02704
2024-11-16 23:22:19 : 4/80 | 34/67: 0.03233
2024-11-16 23:22:20 : 4/80 | 35/67: 0.02713
2024-11-16 23:22:22 : 4/80 | 36/67: 0.03278
2024-11-16 23:22:23 : 4/80 | 37/67: 0.02808
2024-11-16 23:22:24 : 4/80 | 38/67: 0.02349
2024-11-16 23:22:26 : 4/80 | 39/67: 0.01397
2024-11-16 23:22:27 : 4/80 | 40/67: 0.01900
2024-11-16 23:22:29 : 4/80 | 41/67: 0.01971
2024-11-16 23:22:30 : 4/80 | 42/67: 0.02139
2024-11-16 23:22:32 : 4/80 | 43/67: 0.02481
2024-11-16 23:22:33 : 4/80 | 44/67: 0.03075
2024-11-16 23:22:35 : 4/80 | 45/67: 0.03931
2024-11-16 23:22:36 : 4/80 | 46/67: 0.01218
2024-11-16 23:22:38 : 4/80 | 47/67: 0.02424
2024-11-16 23:22:39 : 4/80 | 48/67: 0.02796
2024-11-16 23:22:40 : 4/80 | 49/67: 0.01829
2024-11-16 23:22:42 : 4/80 | 50/67: 0.01682
2024-11-16 23:22:43 : 4/80 | 51/67: 0.03160
2024-11-16 23:22:45 : 4/80 | 52/67: 0.02273
2024-11-16 23:22:46 : 4/80 | 53/67: 0.01620
2024-11-16 23:22:48 : 4/80 | 54/67: 0.01503
2024-11-16 23:22:49 : 4/80 | 55/67: 0.02192
2024-11-16 23:22:51 : 4/80 | 56/67: 0.01862
2024-11-16 23:22:52 : 4/80 | 57/67: 0.01280
2024-11-16 23:22:53 : 4/80 | 58/67: 0.02026
2024-11-16 23:22:55 : 4/80 | 59/67: 0.01586
2024-11-16 23:22:56 : 4/80 | 60/67: 0.02338
2024-11-16 23:22:58 : 4/80 | 61/67: 0.01542
2024-11-16 23:22:59 : 4/80 | 62/67: 0.02403
2024-11-16 23:23:01 : 4/80 | 63/67: 0.01069
2024-11-16 23:23:02 : 4/80 | 64/67: 0.01155
2024-11-16 23:23:04 : 4/80 | 65/67: 0.02449
2024-11-16 23:23:05 : 4/80 | 66/67: 0.03164
2024-11-16 23:23:32 : 4: Evaluation loss: 0.20447 | Pearson: 0.79700 | QWK:  0.57900
2024-11-16 23:23:32 : Saving model p4.pt on epoch 4 (0.20447 is the new best loss!)
2024-11-16 23:23:35 : 5/80 | 0/67: 0.05000
2024-11-16 23:23:36 : 5/80 | 1/67: 0.03091
2024-11-16 23:23:38 : 5/80 | 2/67: 0.02072
2024-11-16 23:23:39 : 5/80 | 3/67: 0.04216
2024-11-16 23:23:41 : 5/80 | 4/67: 0.02148
2024-11-16 23:23:42 : 5/80 | 5/67: 0.01198
2024-11-16 23:23:43 : 5/80 | 6/67: 0.02452
2024-11-16 23:23:45 : 5/80 | 7/67: 0.02831
2024-11-16 23:23:46 : 5/80 | 8/67: 0.01213
2024-11-16 23:23:48 : 5/80 | 9/67: 0.00951
2024-11-16 23:23:49 : 5/80 | 10/67: 0.01719
2024-11-16 23:23:51 : 5/80 | 11/67: 0.02160
2024-11-16 23:23:52 : 5/80 | 12/67: 0.02338
2024-11-16 23:23:54 : 5/80 | 13/67: 0.01271
2024-11-16 23:23:55 : 5/80 | 14/67: 0.02298
2024-11-16 23:23:57 : 5/80 | 15/67: 0.02884
2024-11-16 23:23:58 : 5/80 | 16/67: 0.01109
2024-11-16 23:24:00 : 5/80 | 17/67: 0.01427
2024-11-16 23:24:01 : 5/80 | 18/67: 0.01321
2024-11-16 23:24:03 : 5/80 | 19/67: 0.01872
2024-11-16 23:24:04 : 5/80 | 20/67: 0.02463
2024-11-16 23:24:05 : 5/80 | 21/67: 0.01512
2024-11-16 23:24:07 : 5/80 | 22/67: 0.01454
2024-11-16 23:24:09 : 5/80 | 23/67: 0.02535
2024-11-16 23:24:10 : 5/80 | 24/67: 0.01561
2024-11-16 23:24:11 : 5/80 | 25/67: 0.01377
2024-11-16 23:24:13 : 5/80 | 26/67: 0.02711
2024-11-16 23:24:14 : 5/80 | 27/67: 0.03081
2024-11-16 23:24:16 : 5/80 | 28/67: 0.03150
2024-11-16 23:24:17 : 5/80 | 29/67: 0.03395
2024-11-16 23:24:19 : 5/80 | 30/67: 0.01973
2024-11-16 23:24:20 : 5/80 | 31/67: 0.01751
2024-11-16 23:24:22 : 5/80 | 32/67: 0.03426
2024-11-16 23:24:23 : 5/80 | 33/67: 0.03683
2024-11-16 23:24:24 : 5/80 | 34/67: 0.01845
2024-11-16 23:24:26 : 5/80 | 35/67: 0.03697
2024-11-16 23:24:27 : 5/80 | 36/67: 0.05170
2024-11-16 23:24:29 : 5/80 | 37/67: 0.02723
2024-11-16 23:24:30 : 5/80 | 38/67: 0.02162
2024-11-16 23:24:32 : 5/80 | 39/67: 0.00954
2024-11-16 23:24:33 : 5/80 | 40/67: 0.03280
2024-11-16 23:24:35 : 5/80 | 41/67: 0.02630
2024-11-16 23:24:36 : 5/80 | 42/67: 0.02134
2024-11-16 23:24:38 : 5/80 | 43/67: 0.01935
2024-11-16 23:24:39 : 5/80 | 44/67: 0.01993
2024-11-16 23:24:40 : 5/80 | 45/67: 0.02463
2024-11-16 23:24:42 : 5/80 | 46/67: 0.02141
2024-11-16 23:24:43 : 5/80 | 47/67: 0.01386
2024-11-16 23:24:45 : 5/80 | 48/67: 0.02160
2024-11-16 23:24:46 : 5/80 | 49/67: 0.01830
2024-11-16 23:24:48 : 5/80 | 50/67: 0.01569
2024-11-16 23:24:49 : 5/80 | 51/67: 0.01217
2024-11-16 23:24:51 : 5/80 | 52/67: 0.02103
2024-11-16 23:24:52 : 5/80 | 53/67: 0.01342
2024-11-16 23:24:53 : 5/80 | 54/67: 0.02147
2024-11-16 23:24:55 : 5/80 | 55/67: 0.01533
2024-11-16 23:24:56 : 5/80 | 56/67: 0.01345
2024-11-16 23:24:58 : 5/80 | 57/67: 0.01705
2024-11-16 23:24:59 : 5/80 | 58/67: 0.02168
2024-11-16 23:25:01 : 5/80 | 59/67: 0.01559
2024-11-16 23:25:02 : 5/80 | 60/67: 0.01281
2024-11-16 23:25:04 : 5/80 | 61/67: 0.02302
2024-11-16 23:25:05 : 5/80 | 62/67: 0.03517
2024-11-16 23:25:07 : 5/80 | 63/67: 0.00598
2024-11-16 23:25:08 : 5/80 | 64/67: 0.01330
2024-11-16 23:25:10 : 5/80 | 65/67: 0.01756
2024-11-16 23:25:11 : 5/80 | 66/67: 0.02128
2024-11-16 23:25:38 : 5: Evaluation loss: 0.21902 | Pearson: 0.78900 | QWK:  0.53300
2024-11-16 23:25:39 : 6/80 | 0/67: 0.05010
2024-11-16 23:25:40 : 6/80 | 1/67: 0.01893
2024-11-16 23:25:42 : 6/80 | 2/67: 0.00549
2024-11-16 23:25:43 : 6/80 | 3/67: 0.03215
2024-11-16 23:25:45 : 6/80 | 4/67: 0.05391
2024-11-16 23:25:46 : 6/80 | 5/67: 0.02185
2024-11-16 23:25:48 : 6/80 | 6/67: 0.00965
2024-11-16 23:25:49 : 6/80 | 7/67: 0.02035
2024-11-16 23:25:51 : 6/80 | 8/67: 0.02293
2024-11-16 23:25:52 : 6/80 | 9/67: 0.03103
2024-11-16 23:25:54 : 6/80 | 10/67: 0.00721
2024-11-16 23:25:55 : 6/80 | 11/67: 0.01422
2024-11-16 23:25:56 : 6/80 | 12/67: 0.01858
2024-11-16 23:25:58 : 6/80 | 13/67: 0.02398
2024-11-16 23:25:59 : 6/80 | 14/67: 0.00872
2024-11-16 23:26:01 : 6/80 | 15/67: 0.00801
2024-11-16 23:26:02 : 6/80 | 16/67: 0.01752
2024-11-16 23:26:04 : 6/80 | 17/67: 0.01682
2024-11-16 23:26:05 : 6/80 | 18/67: 0.01586
2024-11-16 23:26:07 : 6/80 | 19/67: 0.00940
2024-11-16 23:26:08 : 6/80 | 20/67: 0.01941
2024-11-16 23:26:10 : 6/80 | 21/67: 0.01629
2024-11-16 23:26:11 : 6/80 | 22/67: 0.00842
2024-11-16 23:26:13 : 6/80 | 23/67: 0.01414
2024-11-16 23:26:14 : 6/80 | 24/67: 0.01312
2024-11-16 23:26:16 : 6/80 | 25/67: 0.01215
2024-11-16 23:26:17 : 6/80 | 26/67: 0.01608
2024-11-16 23:26:19 : 6/80 | 27/67: 0.01697
2024-11-16 23:26:20 : 6/80 | 28/67: 0.00852
2024-11-16 23:26:21 : 6/80 | 29/67: 0.01744
2024-11-16 23:26:23 : 6/80 | 30/67: 0.01412
2024-11-16 23:26:24 : 6/80 | 31/67: 0.01959
2024-11-16 23:26:26 : 6/80 | 32/67: 0.01706
2024-11-16 23:26:27 : 6/80 | 33/67: 0.00902
2024-11-16 23:26:29 : 6/80 | 34/67: 0.00753
2024-11-16 23:26:30 : 6/80 | 35/67: 0.00854
2024-11-16 23:26:32 : 6/80 | 36/67: 0.01029
2024-11-16 23:26:33 : 6/80 | 37/67: 0.01075
2024-11-16 23:26:35 : 6/80 | 38/67: 0.01529
2024-11-16 23:26:36 : 6/80 | 39/67: 0.00975
2024-11-16 23:26:38 : 6/80 | 40/67: 0.00493
2024-11-16 23:26:39 : 6/80 | 41/67: 0.03138
2024-11-16 23:26:40 : 6/80 | 42/67: 0.01635
2024-11-16 23:26:42 : 6/80 | 43/67: 0.00775
2024-11-16 23:26:43 : 6/80 | 44/67: 0.01522
2024-11-16 23:26:45 : 6/80 | 45/67: 0.01362
2024-11-16 23:26:46 : 6/80 | 46/67: 0.01626
2024-11-16 23:26:48 : 6/80 | 47/67: 0.00740
2024-11-16 23:26:49 : 6/80 | 48/67: 0.01106
2024-11-16 23:26:51 : 6/80 | 49/67: 0.01050
2024-11-16 23:26:52 : 6/80 | 50/67: 0.01420
2024-11-16 23:26:54 : 6/80 | 51/67: 0.01873
2024-11-16 23:26:55 : 6/80 | 52/67: 0.02628
2024-11-16 23:26:56 : 6/80 | 53/67: 0.01123
2024-11-16 23:26:58 : 6/80 | 54/67: 0.00813
2024-11-16 23:26:59 : 6/80 | 55/67: 0.01572
2024-11-16 23:27:01 : 6/80 | 56/67: 0.01110
2024-11-16 23:27:02 : 6/80 | 57/67: 0.00710
2024-11-16 23:27:04 : 6/80 | 58/67: 0.01964
2024-11-16 23:27:05 : 6/80 | 59/67: 0.00943
2024-11-16 23:27:07 : 6/80 | 60/67: 0.02162
2024-11-16 23:27:08 : 6/80 | 61/67: 0.01646
2024-11-16 23:27:10 : 6/80 | 62/67: 0.01313
2024-11-16 23:27:11 : 6/80 | 63/67: 0.01032
2024-11-16 23:27:12 : 6/80 | 64/67: 0.01675
2024-11-16 23:27:14 : 6/80 | 65/67: 0.00797
2024-11-16 23:27:15 : 6/80 | 66/67: 0.03661
2024-11-16 23:27:42 : 6: Evaluation loss: 0.19990 | Pearson: 0.79300 | QWK:  0.59000
2024-11-16 23:27:42 : Saving model p4.pt on epoch 6 (0.19990 is the new best loss!)
2024-11-16 23:27:45 : 7/80 | 0/67: 0.03516
