2024-11-16 23:15:00 : ===================== 2024-11-16T23:15:00.744026 =====================
2024-11-16 23:15:00 : ===================== FINE-TUNING ON PROMPT 8 =====================
2024-11-16 23:15:00 : Settings: Namespace(data='init/asap_5_splits.csv', bert_model_path='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8_3', chunk_sizes='90_30_130_10', prompt=[8], batch_size=16, epochs=80, sample=-1, learning_rate=6e-05, result_file='results/finetune/p8.txt', save_model='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8/p8.pt', device='cuda', log=PosixPath('logs/finetune-p8.log'), comment='Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.')
2024-11-16 23:15:00 : Additional Comments: Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.
2024-11-16 23:15:03 : Train/Eval/Test: 432/142/147
2024-11-16 23:15:03 : Started training loop for p8.pt
2024-11-16 23:15:08 : 1/80 | 0/28: 675.57660
2024-11-16 23:17:17 : 2/80 | 10/28: 47.97379
2024-11-16 23:17:20 : 2/80 | 11/28: 47.18999
2024-11-16 23:17:22 : 2/80 | 12/28: 50.97761
2024-11-16 23:17:25 : 2/80 | 13/28: 57.72958
2024-11-16 23:17:28 : 2/80 | 14/28: 64.18234
2024-11-16 23:17:31 : 2/80 | 15/28: 59.07468
2024-11-16 23:17:34 : 2/80 | 16/28: 52.55804
2024-11-16 23:17:37 : 2/80 | 17/28: 51.49533
2024-11-16 23:17:39 : 2/80 | 18/28: 44.28600
2024-11-16 23:17:42 : 2/80 | 19/28: 41.85107
2024-11-16 23:17:45 : 2/80 | 20/28: 36.32644
2024-11-16 23:17:48 : 2/80 | 21/28: 35.13086
2024-11-16 23:17:51 : 2/80 | 22/28: 33.59007
2024-11-16 23:17:53 : 2/80 | 23/28: 32.36045
2024-11-16 23:17:56 : 2/80 | 24/28: 32.61407
2024-11-16 23:17:59 : 2/80 | 25/28: 30.18686
2024-11-16 23:18:02 : 2/80 | 26/28: 29.10735
2024-11-16 23:18:27 : 2: Evaluation loss: 22.92038 | Pearson: 0.39300 | QWK:  0.13200
2024-11-16 23:18:27 : Saving model p8.pt on epoch 2 (22.92038 is the new best loss!)
2024-11-16 23:18:36 : 3/80 | 0/28: 25.37043
2024-11-16 23:18:39 : 3/80 | 1/28: 24.47848
2024-11-16 23:18:42 : 3/80 | 2/28: 16.72288
2024-11-16 23:18:45 : 3/80 | 3/28: 13.90473
2024-11-16 23:18:47 : 3/80 | 4/28: 16.87284
2024-11-16 23:18:50 : 3/80 | 5/28: 15.47137
2024-11-16 23:18:53 : 3/80 | 6/28: 12.87027
2024-11-16 23:18:55 : 3/80 | 7/28: 12.72294
2024-11-16 23:18:58 : 3/80 | 8/28: 12.12590
2024-11-16 23:19:01 : 3/80 | 9/28: 11.14748
2024-11-16 23:19:04 : 3/80 | 10/28: 9.13600
2024-11-16 23:19:06 : 3/80 | 11/28: 12.18676
2024-11-16 23:19:09 : 3/80 | 12/28: 13.31312
2024-11-16 23:19:12 : 3/80 | 13/28: 13.86705
2024-11-16 23:19:15 : 3/80 | 14/28: 18.53503
2024-11-16 23:19:18 : 3/80 | 15/28: 20.12457
2024-11-16 23:19:20 : 3/80 | 16/28: 17.43114
2024-11-16 23:19:23 : 3/80 | 17/28: 17.56238
2024-11-16 23:19:26 : 3/80 | 18/28: 18.46353
2024-11-16 23:19:29 : 3/80 | 19/28: 19.33130
2024-11-16 23:19:31 : 3/80 | 20/28: 15.46782
2024-11-16 23:19:34 : 3/80 | 21/28: 16.02390
2024-11-16 23:19:37 : 3/80 | 22/28: 15.46346
2024-11-16 23:19:40 : 3/80 | 23/28: 17.36975
2024-11-16 23:19:42 : 3/80 | 24/28: 13.47286
2024-11-16 23:19:45 : 3/80 | 25/28: 14.67620
2024-11-16 23:19:48 : 3/80 | 26/28: 14.72529
2024-11-16 23:20:13 : 3: Evaluation loss: 13.89458 | Pearson: 0.42200 | QWK:  0.23500
2024-11-16 23:20:13 : Saving model p8.pt on epoch 3 (13.89458 is the new best loss!)
2024-11-16 23:20:26 : 4/80 | 0/28: 12.19527
2024-11-16 23:20:28 : 4/80 | 1/28: 12.47554
2024-11-16 23:20:31 : 4/80 | 2/28: 10.35123
2024-11-16 23:20:34 : 4/80 | 3/28: 8.41014
2024-11-16 23:20:37 : 4/80 | 4/28: 7.74744
2024-11-16 23:20:39 : 4/80 | 5/28: 8.19469
2024-11-16 23:20:42 : 4/80 | 6/28: 8.64069
2024-11-16 23:20:45 : 4/80 | 7/28: 9.67293
2024-11-16 23:20:47 : 4/80 | 8/28: 12.31642
2024-11-16 23:20:50 : 4/80 | 9/28: 10.11603
2024-11-16 23:20:53 : 4/80 | 10/28: 8.02306
2024-11-16 23:20:56 : 4/80 | 11/28: 8.97165
2024-11-16 23:20:58 : 4/80 | 12/28: 10.69614
2024-11-16 23:21:01 : 4/80 | 13/28: 13.11041
2024-11-16 23:21:04 : 4/80 | 14/28: 18.00035
2024-11-16 23:21:07 : 4/80 | 15/28: 13.06769
2024-11-16 23:21:10 : 4/80 | 16/28: 14.84649
2024-11-16 23:21:12 : 4/80 | 17/28: 13.36189
2024-11-16 23:21:15 : 4/80 | 18/28: 14.10555
2024-11-16 23:21:18 : 4/80 | 19/28: 15.03085
2024-11-16 23:21:21 : 4/80 | 20/28: 13.78334
2024-11-16 23:21:24 : 4/80 | 21/28: 12.49652
2024-11-16 23:21:26 : 4/80 | 22/28: 12.02236
2024-11-16 23:21:29 : 4/80 | 23/28: 11.56881
2024-11-16 23:21:32 : 4/80 | 24/28: 11.98851
2024-11-16 23:21:34 : 4/80 | 25/28: 10.87797
2024-11-16 23:21:37 : 4/80 | 26/28: 12.24313
2024-11-16 23:22:02 : 4: Evaluation loss: 13.08263 | Pearson: 0.47800 | QWK:  0.31500
2024-11-16 23:22:02 : Saving model p8.pt on epoch 4 (13.08263 is the new best loss!)
2024-11-16 23:22:15 : 5/80 | 0/28: 11.06358
2024-11-16 23:22:18 : 5/80 | 1/28: 10.34255
2024-11-16 23:22:21 : 5/80 | 2/28: 7.84064
2024-11-16 23:22:24 : 5/80 | 3/28: 5.67110
2024-11-16 23:22:27 : 5/80 | 4/28: 5.79076
2024-11-16 23:22:29 : 5/80 | 5/28: 7.95914
2024-11-16 23:22:32 : 5/80 | 6/28: 4.63823
2024-11-16 23:22:35 : 5/80 | 7/28: 4.54353
2024-11-16 23:22:37 : 5/80 | 8/28: 5.19194
2024-11-16 23:22:40 : 5/80 | 9/28: 6.51192
2024-11-16 23:22:43 : 5/80 | 10/28: 2.96289
2024-11-16 23:22:46 : 5/80 | 11/28: 4.66990
2024-11-16 23:22:48 : 5/80 | 12/28: 5.56312
2024-11-16 23:22:51 : 5/80 | 13/28: 7.36619
2024-11-16 23:22:54 : 5/80 | 14/28: 8.91894
2024-11-16 23:22:57 : 5/80 | 15/28: 7.08279
2024-11-16 23:23:00 : 5/80 | 16/28: 8.14594
2024-11-16 23:23:02 : 5/80 | 17/28: 8.39575
2024-11-16 23:23:05 : 5/80 | 18/28: 7.21228
2024-11-16 23:23:08 : 5/80 | 19/28: 7.21629
2024-11-16 23:23:11 : 5/80 | 20/28: 6.01817
2024-11-16 23:23:14 : 5/80 | 21/28: 4.44876
2024-11-16 23:23:16 : 5/80 | 22/28: 5.62256
2024-11-16 23:23:19 : 5/80 | 23/28: 6.92352
2024-11-16 23:23:22 : 5/80 | 24/28: 7.96140
2024-11-16 23:23:25 : 5/80 | 25/28: 6.38925
2024-11-16 23:23:27 : 5/80 | 26/28: 6.98447
2024-11-16 23:23:52 : 5: Evaluation loss: 12.59924 | Pearson: 0.50100 | QWK:  0.38900
2024-11-16 23:23:52 : Saving model p8.pt on epoch 5 (12.59924 is the new best loss!)
2024-11-16 23:23:56 : 6/80 | 0/28: 7.22890
2024-11-16 23:23:59 : 6/80 | 1/28: 6.78652
2024-11-16 23:24:02 : 6/80 | 2/28: 3.58688
2024-11-16 23:24:05 : 6/80 | 3/28: 2.49946
2024-11-16 23:24:07 : 6/80 | 4/28: 2.94984
2024-11-16 23:24:10 : 6/80 | 5/28: 2.37541
2024-11-16 23:24:13 : 6/80 | 6/28: 1.92250
2024-11-16 23:24:16 : 6/80 | 7/28: 2.43526
2024-11-16 23:24:18 : 6/80 | 8/28: 1.85253
2024-11-16 23:24:21 : 6/80 | 9/28: 2.06346
2024-11-16 23:24:24 : 6/80 | 10/28: 2.99373
2024-11-16 23:24:26 : 6/80 | 11/28: 1.26907
2024-11-16 23:24:29 : 6/80 | 12/28: 1.97767
2024-11-16 23:24:32 : 6/80 | 13/28: 4.13581
2024-11-16 23:24:35 : 6/80 | 14/28: 4.24322
2024-11-16 23:24:38 : 6/80 | 15/28: 4.67501
2024-11-16 23:24:41 : 6/80 | 16/28: 4.90994
2024-11-16 23:24:43 : 6/80 | 17/28: 3.39995
2024-11-16 23:24:46 : 6/80 | 18/28: 3.52004
2024-11-16 23:24:49 : 6/80 | 19/28: 4.05831
2024-11-16 23:24:52 : 6/80 | 20/28: 2.82028
2024-11-16 23:24:54 : 6/80 | 21/28: 3.21341
2024-11-16 23:24:57 : 6/80 | 22/28: 2.87404
2024-11-16 23:25:00 : 6/80 | 23/28: 2.16120
2024-11-16 23:25:03 : 6/80 | 24/28: 3.40062
2024-11-16 23:25:05 : 6/80 | 25/28: 2.83443
2024-11-16 23:25:08 : 6/80 | 26/28: 4.61134
2024-11-16 23:25:33 : 6: Evaluation loss: 14.83955 | Pearson: 0.48200 | QWK:  0.33600
2024-11-16 23:25:36 : 7/80 | 0/28: 4.63329
2024-11-16 23:25:39 : 7/80 | 1/28: 1.99760
2024-11-16 23:25:41 : 7/80 | 2/28: 1.96928
2024-11-16 23:25:44 : 7/80 | 3/28: 1.31123
2024-11-16 23:25:47 : 7/80 | 4/28: 0.65008
2024-11-16 23:25:49 : 7/80 | 5/28: 1.05418
2024-11-16 23:25:52 : 7/80 | 6/28: 1.59424
2024-11-16 23:25:55 : 7/80 | 7/28: 0.68750
2024-11-16 23:25:58 : 7/80 | 8/28: 1.19738
2024-11-16 23:26:00 : 7/80 | 9/28: 1.09275
2024-11-16 23:26:03 : 7/80 | 10/28: 0.77492
2024-11-16 23:26:06 : 7/80 | 11/28: 1.10956
2024-11-16 23:26:09 : 7/80 | 12/28: 0.81890
2024-11-16 23:26:11 : 7/80 | 13/28: 1.36648
2024-11-16 23:26:14 : 7/80 | 14/28: 2.99439
2024-11-16 23:26:17 : 7/80 | 15/28: 2.38193
2024-11-16 23:26:20 : 7/80 | 16/28: 3.04363
2024-11-16 23:26:23 : 7/80 | 17/28: 1.89049
2024-11-16 23:26:25 : 7/80 | 18/28: 2.10357
2024-11-16 23:26:28 : 7/80 | 19/28: 1.58931
2024-11-16 23:26:31 : 7/80 | 20/28: 2.07483
2024-11-16 23:26:34 : 7/80 | 21/28: 1.67130
2024-11-16 23:26:37 : 7/80 | 22/28: 2.43684
2024-11-16 23:26:39 : 7/80 | 23/28: 1.41728
2024-11-16 23:26:42 : 7/80 | 24/28: 1.87191
2024-11-16 23:26:45 : 7/80 | 25/28: 1.54422
2024-11-16 23:26:47 : 7/80 | 26/28: 3.42970
2024-11-16 23:27:12 : 7: Evaluation loss: 12.42799 | Pearson: 0.50200 | QWK:  0.38400
2024-11-16 23:27:12 : Saving model p8.pt on epoch 7 (12.42799 is the new best loss!)
2024-11-16 23:27:22 : 8/80 | 0/28: 1.83283
2024-11-16 23:27:25 : 8/80 | 1/28: 1.81529
2024-11-16 23:27:28 : 8/80 | 2/28: 0.64336
2024-11-16 23:27:30 : 8/80 | 3/28: 0.65837
2024-11-16 23:27:33 : 8/80 | 4/28: 0.70325
2024-11-16 23:27:36 : 8/80 | 5/28: 0.58120
2024-11-16 23:27:39 : 8/80 | 6/28: 0.97072
2024-11-16 23:27:41 : 8/80 | 7/28: 0.38817
2024-11-16 23:27:44 : 8/80 | 8/28: 0.41016
2024-11-16 23:27:47 : 8/80 | 9/28: 0.48189
2024-11-16 23:27:49 : 8/80 | 10/28: 0.58571
2024-11-16 23:27:52 : 8/80 | 11/28: 0.43131
2024-11-16 23:27:55 : 8/80 | 12/28: 0.37123
2024-11-16 23:27:58 : 8/80 | 13/28: 0.37886
2024-11-16 23:28:01 : 8/80 | 14/28: 1.73078
2024-11-16 23:28:03 : 8/80 | 15/28: 0.84336
2024-11-16 23:28:06 : 8/80 | 16/28: 1.02626
2024-11-16 23:28:09 : 8/80 | 17/28: 1.36763
2024-11-16 23:28:12 : 8/80 | 18/28: 1.16717
2024-11-16 23:28:15 : 8/80 | 19/28: 1.28442
2024-11-16 23:28:17 : 8/80 | 20/28: 2.07998
2024-11-16 23:28:20 : 8/80 | 21/28: 2.33928
2024-11-16 23:28:23 : 8/80 | 22/28: 1.30579
2024-11-16 23:28:26 : 8/80 | 23/28: 1.25783
2024-11-16 23:28:28 : 8/80 | 24/28: 1.39308
2024-11-16 23:28:31 : 8/80 | 25/28: 0.72022
2024-11-16 23:28:34 : 8/80 | 26/28: 1.78331
2024-11-16 23:28:59 : 8: Evaluation loss: 11.22743 | Pearson: 0.57100 | QWK:  0.45300
2024-11-16 23:28:59 : Saving model p8.pt on epoch 8 (11.22743 is the new best loss!)
2024-11-16 23:29:07 : 9/80 | 0/28: 1.50653
2024-11-16 23:29:10 : 9/80 | 1/28: 1.10143
2024-11-16 23:29:12 : 9/80 | 2/28: 0.95632
2024-11-16 23:29:15 : 9/80 | 3/28: 0.70177
2024-11-16 23:29:18 : 9/80 | 4/28: 0.78651
2024-11-16 23:29:21 : 9/80 | 5/28: 0.64512
2024-11-16 23:29:23 : 9/80 | 6/28: 0.57468
2024-11-16 23:29:26 : 9/80 | 7/28: 0.51038
2024-11-16 23:29:29 : 9/80 | 8/28: 0.63619
2024-11-16 23:29:32 : 9/80 | 9/28: 0.55265
2024-11-16 23:29:34 : 9/80 | 10/28: 0.39792
2024-11-16 23:29:37 : 9/80 | 11/28: 0.30467
2024-11-16 23:29:40 : 9/80 | 12/28: 0.40835
2024-11-16 23:29:43 : 9/80 | 13/28: 0.28704
2024-11-16 23:29:46 : 9/80 | 14/28: 1.31510
2024-11-16 23:29:49 : 9/80 | 15/28: 0.90144
2024-11-16 23:29:51 : 9/80 | 16/28: 0.75072
2024-11-16 23:29:54 : 9/80 | 17/28: 1.10551
2024-11-16 23:29:57 : 9/80 | 18/28: 0.56772
2024-11-16 23:30:00 : 9/80 | 19/28: 0.71933
2024-11-16 23:30:03 : 9/80 | 20/28: 1.26196
2024-11-16 23:30:05 : 9/80 | 21/28: 0.56959
2024-11-16 23:30:08 : 9/80 | 22/28: 1.98418
2024-11-16 23:30:11 : 9/80 | 23/28: 0.54171
2024-11-16 23:30:14 : 9/80 | 24/28: 0.83297
2024-11-16 23:30:16 : 9/80 | 25/28: 1.24106
2024-11-16 23:30:19 : 9/80 | 26/28: 1.62251
2024-11-16 23:30:44 : 9: Evaluation loss: 13.72686 | Pearson: 0.53700 | QWK:  0.37900
2024-11-16 23:30:47 : 10/80 | 0/28: 1.43869
2024-11-16 23:30:49 : 10/80 | 1/28: 1.07743
2024-11-16 23:30:52 : 10/80 | 2/28: 0.70403
2024-11-16 23:30:55 : 10/80 | 3/28: 0.37783
2024-11-16 23:30:58 : 10/80 | 4/28: 0.28018
2024-11-16 23:31:00 : 10/80 | 5/28: 0.94090
2024-11-16 23:31:03 : 10/80 | 6/28: 0.59558
2024-11-16 23:31:06 : 10/80 | 7/28: 0.25936
2024-11-16 23:31:09 : 10/80 | 8/28: 0.37586
2024-11-16 23:31:11 : 10/80 | 9/28: 0.51687
2024-11-16 23:31:14 : 10/80 | 10/28: 0.94266
2024-11-16 23:31:17 : 10/80 | 11/28: 0.60845
2024-11-16 23:31:20 : 10/80 | 12/28: 0.36421
2024-11-16 23:31:22 : 10/80 | 13/28: 0.59833
2024-11-16 23:31:25 : 10/80 | 14/28: 0.45692
2024-11-16 23:31:28 : 10/80 | 15/28: 0.73719
2024-11-16 23:31:31 : 10/80 | 16/28: 1.01630
2024-11-16 23:31:33 : 10/80 | 17/28: 0.58028
2024-11-16 23:31:36 : 10/80 | 18/28: 1.02513
2024-11-16 23:31:39 : 10/80 | 19/28: 1.69110
2024-11-16 23:31:42 : 10/80 | 20/28: 1.19910
2024-11-16 23:31:45 : 10/80 | 21/28: 0.64069
2024-11-16 23:31:47 : 10/80 | 22/28: 0.76535
2024-11-16 23:31:50 : 10/80 | 23/28: 1.46436
2024-11-16 23:31:53 : 10/80 | 24/28: 0.65903
2024-11-16 23:31:55 : 10/80 | 25/28: 1.14064
2024-11-16 23:31:58 : 10/80 | 26/28: 0.88038
2024-11-16 23:32:23 : 10: Evaluation loss: 11.56077 | Pearson: 0.58900 | QWK:  0.45400
2024-11-16 23:32:26 : 11/80 | 0/28: 1.19560
2024-11-16 23:32:29 : 11/80 | 1/28: 0.98048
2024-11-16 23:32:31 : 11/80 | 2/28: 0.71419
2024-11-16 23:32:34 : 11/80 | 3/28: 0.37010
2024-11-16 23:32:37 : 11/80 | 4/28: 0.35662
2024-11-16 23:32:40 : 11/80 | 5/28: 0.68848
2024-11-16 23:32:42 : 11/80 | 6/28: 0.56373
2024-11-16 23:32:45 : 11/80 | 7/28: 0.37115
2024-11-16 23:32:48 : 11/80 | 8/28: 0.32674
2024-11-16 23:32:51 : 11/80 | 9/28: 0.73517
2024-11-16 23:32:53 : 11/80 | 10/28: 0.61674
2024-11-16 23:32:56 : 11/80 | 11/28: 0.57959
2024-11-16 23:32:59 : 11/80 | 12/28: 0.65181
2024-11-16 23:33:02 : 11/80 | 13/28: 0.51675
2024-11-16 23:33:04 : 11/80 | 14/28: 0.68638
2024-11-16 23:33:07 : 11/80 | 15/28: 0.81235
2024-11-16 23:33:10 : 11/80 | 16/28: 0.44920
2024-11-16 23:33:13 : 11/80 | 17/28: 0.61358
2024-11-16 23:33:16 : 11/80 | 18/28: 0.28734
2024-11-16 23:33:18 : 11/80 | 19/28: 0.56770
2024-11-16 23:33:21 : 11/80 | 20/28: 0.75728
2024-11-16 23:33:24 : 11/80 | 21/28: 0.68819
2024-11-16 23:33:27 : 11/80 | 22/28: 1.14615
2024-11-16 23:33:29 : 11/80 | 23/28: 0.96291
2024-11-16 23:33:32 : 11/80 | 24/28: 0.67622
2024-11-16 23:33:35 : 11/80 | 25/28: 0.92942
2024-11-16 23:33:38 : 11/80 | 26/28: 1.40742
2024-11-16 23:34:03 : 11: Evaluation loss: 11.21689 | Pearson: 0.57400 | QWK:  0.45000
2024-11-16 23:34:03 : Saving model p8.pt on epoch 11 (11.21689 is the new best loss!)
2024-11-16 23:34:07 : 12/80 | 0/28: 0.96119
2024-11-16 23:34:10 : 12/80 | 1/28: 1.15876
2024-11-16 23:34:12 : 12/80 | 2/28: 0.66089
2024-11-16 23:34:15 : 12/80 | 3/28: 0.51664
2024-11-16 23:34:18 : 12/80 | 4/28: 0.47613
2024-11-16 23:34:21 : 12/80 | 5/28: 0.77541
2024-11-16 23:34:23 : 12/80 | 6/28: 0.46573
2024-11-16 23:34:26 : 12/80 | 7/28: 0.45483
2024-11-16 23:34:29 : 12/80 | 8/28: 0.18468
2024-11-16 23:34:32 : 12/80 | 9/28: 0.30309
2024-11-16 23:34:34 : 12/80 | 10/28: 0.20892
2024-11-16 23:34:37 : 12/80 | 11/28: 0.41128
2024-11-16 23:34:40 : 12/80 | 12/28: 0.20497
2024-11-16 23:34:43 : 12/80 | 13/28: 0.24284
2024-11-16 23:34:45 : 12/80 | 14/28: 0.90966
2024-11-16 23:34:48 : 12/80 | 15/28: 0.44385
2024-11-16 23:34:51 : 12/80 | 16/28: 0.26316
2024-11-16 23:34:54 : 12/80 | 17/28: 0.49993
2024-11-16 23:34:57 : 12/80 | 18/28: 0.31612
2024-11-16 23:34:59 : 12/80 | 19/28: 0.37341
2024-11-16 23:35:02 : 12/80 | 20/28: 0.44461
2024-11-16 23:35:05 : 12/80 | 21/28: 0.24231
2024-11-16 23:35:08 : 12/80 | 22/28: 0.55465
2024-11-16 23:35:10 : 12/80 | 23/28: 0.57301
2024-11-16 23:35:13 : 12/80 | 24/28: 0.35471
2024-11-16 23:35:16 : 12/80 | 25/28: 0.78272
2024-11-16 23:35:19 : 12/80 | 26/28: 0.66003
2024-11-16 23:35:44 : 12: Evaluation loss: 12.39571 | Pearson: 0.55600 | QWK:  0.42200
2024-11-16 23:35:46 : 13/80 | 0/28: 1.30321
2024-11-16 23:35:49 : 13/80 | 1/28: 0.65958
2024-11-16 23:35:52 : 13/80 | 2/28: 0.51720
2024-11-16 23:35:55 : 13/80 | 3/28: 0.38391
2024-11-16 23:35:58 : 13/80 | 4/28: 0.36274
2024-11-16 23:36:00 : 13/80 | 5/28: 0.28038
2024-11-16 23:36:03 : 13/80 | 6/28: 0.96291
2024-11-16 23:36:06 : 13/80 | 7/28: 0.30948
2024-11-16 23:36:08 : 13/80 | 8/28: 0.72403
2024-11-16 23:36:11 : 13/80 | 9/28: 0.49902
2024-11-16 23:36:14 : 13/80 | 10/28: 0.34526
2024-11-16 23:36:17 : 13/80 | 11/28: 0.27259
2024-11-16 23:36:19 : 13/80 | 12/28: 0.72653
2024-11-16 23:36:22 : 13/80 | 13/28: 0.27788
2024-11-16 23:36:25 : 13/80 | 14/28: 0.77798
2024-11-16 23:36:28 : 13/80 | 15/28: 0.92240
2024-11-16 23:36:31 : 13/80 | 16/28: 0.53314
2024-11-16 23:36:33 : 13/80 | 17/28: 0.37922
2024-11-16 23:36:36 : 13/80 | 18/28: 1.06450
2024-11-16 23:36:39 : 13/80 | 19/28: 0.45162
2024-11-16 23:36:42 : 13/80 | 20/28: 0.80512
2024-11-16 23:36:45 : 13/80 | 21/28: 0.54387
2024-11-16 23:36:47 : 13/80 | 22/28: 0.19498
2024-11-16 23:36:50 : 13/80 | 23/28: 0.42707
2024-11-16 23:36:53 : 13/80 | 24/28: 0.70674
2024-11-16 23:36:55 : 13/80 | 25/28: 0.27784
2024-11-16 23:36:58 : 13/80 | 26/28: 0.45830
2024-11-16 23:37:23 : 13: Evaluation loss: 11.91628 | Pearson: 0.57600 | QWK:  0.43300
2024-11-16 23:37:26 : 14/80 | 0/28: 0.63494
2024-11-16 23:37:29 : 14/80 | 1/28: 0.81144
2024-11-16 23:37:32 : 14/80 | 2/28: 0.37166
2024-11-16 23:37:34 : 14/80 | 3/28: 0.50153
2024-11-16 23:37:37 : 14/80 | 4/28: 0.72303
2024-11-16 23:37:40 : 14/80 | 5/28: 0.41017
2024-11-16 23:37:42 : 14/80 | 6/28: 0.33974
2024-11-16 23:37:45 : 14/80 | 7/28: 0.21071
2024-11-16 23:37:48 : 14/80 | 8/28: 0.11127
2024-11-16 23:37:51 : 14/80 | 9/28: 0.39052
2024-11-16 23:37:53 : 14/80 | 10/28: 0.53200
2024-11-16 23:37:56 : 14/80 | 11/28: 0.46168
2024-11-16 23:37:59 : 14/80 | 12/28: 0.72122
2024-11-16 23:38:02 : 14/80 | 13/28: 0.69350
2024-11-16 23:38:05 : 14/80 | 14/28: 0.57952
2024-11-16 23:38:07 : 14/80 | 15/28: 1.21877
2024-11-16 23:38:10 : 14/80 | 16/28: 0.56016
2024-11-16 23:38:13 : 14/80 | 17/28: 0.30400
2024-11-16 23:38:16 : 14/80 | 18/28: 0.47078
2024-11-16 23:38:19 : 14/80 | 19/28: 0.50811
2024-11-16 23:38:21 : 14/80 | 20/28: 0.34095
2024-11-16 23:38:24 : 14/80 | 21/28: 0.55177
2024-11-16 23:38:27 : 14/80 | 22/28: 0.21676
2024-11-16 23:38:30 : 14/80 | 23/28: 0.77495
2024-11-16 23:38:33 : 14/80 | 24/28: 0.49306
2024-11-16 23:38:35 : 14/80 | 25/28: 0.88597
2024-11-16 23:38:38 : 14/80 | 26/28: 0.57121
2024-11-16 23:39:03 : 14: Evaluation loss: 11.31096 | Pearson: 0.58900 | QWK:  0.46400
2024-11-16 23:39:06 : 15/80 | 0/28: 0.52005
2024-11-16 23:39:08 : 15/80 | 1/28: 0.91775
2024-11-16 23:39:11 : 15/80 | 2/28: 0.28782
2024-11-16 23:39:14 : 15/80 | 3/28: 0.37597
2024-11-16 23:39:17 : 15/80 | 4/28: 0.38049
2024-11-16 23:39:19 : 15/80 | 5/28: 0.61909
2024-11-16 23:39:22 : 15/80 | 6/28: 0.12239
