2024-11-16 23:15:00 : ===================== 2024-11-16T23:15:00.248799 =====================
2024-11-16 23:15:00 : ===================== FINE-TUNING ON PROMPT 6 =====================
2024-11-16 23:15:00 : Settings: Namespace(data='init/asap_5_splits.csv', bert_model_path='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8_3', chunk_sizes='90_30_130_10', prompt=[6], batch_size=16, epochs=80, sample=-1, learning_rate=6e-05, result_file='results/finetune/p6.txt', save_model='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p6/p6.pt', device='cuda', log=PosixPath('logs/finetune-p6.log'), comment='Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.')
2024-11-16 23:15:00 : Additional Comments: Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.
2024-11-16 23:15:02 : Train/Eval/Test: 1064/362/373
2024-11-16 23:15:02 : Started training loop for p6.pt
2024-11-16 23:15:06 : 1/80 | 0/67: 1.13159
2024-11-16 23:25:18 : 5/80 | 33/67: 0.02180
2024-11-16 23:25:20 : 5/80 | 34/67: 0.01109
2024-11-16 23:25:21 : 5/80 | 35/67: 0.00872
2024-11-16 23:25:23 : 5/80 | 36/67: 0.00899
2024-11-16 23:25:24 : 5/80 | 37/67: 0.01576
2024-11-16 23:25:26 : 5/80 | 38/67: 0.02486
2024-11-16 23:25:27 : 5/80 | 39/67: 0.01540
2024-11-16 23:25:29 : 5/80 | 40/67: 0.01133
2024-11-16 23:25:31 : 5/80 | 41/67: 0.01383
2024-11-16 23:25:32 : 5/80 | 42/67: 0.00940
2024-11-16 23:25:34 : 5/80 | 43/67: 0.01308
2024-11-16 23:25:35 : 5/80 | 44/67: 0.01503
2024-11-16 23:25:37 : 5/80 | 45/67: 0.00810
2024-11-16 23:25:38 : 5/80 | 46/67: 0.01063
2024-11-16 23:25:40 : 5/80 | 47/67: 0.01693
2024-11-16 23:25:41 : 5/80 | 48/67: 0.00511
2024-11-16 23:25:43 : 5/80 | 49/67: 0.01209
2024-11-16 23:25:45 : 5/80 | 50/67: 0.01249
2024-11-16 23:25:46 : 5/80 | 51/67: 0.01599
2024-11-16 23:25:48 : 5/80 | 52/67: 0.01678
2024-11-16 23:25:49 : 5/80 | 53/67: 0.00751
2024-11-16 23:25:51 : 5/80 | 54/67: 0.01979
2024-11-16 23:25:52 : 5/80 | 55/67: 0.01089
2024-11-16 23:25:54 : 5/80 | 56/67: 0.01308
2024-11-16 23:25:55 : 5/80 | 57/67: 0.01454
2024-11-16 23:25:57 : 5/80 | 58/67: 0.01036
2024-11-16 23:25:59 : 5/80 | 59/67: 0.01505
2024-11-16 23:26:00 : 5/80 | 60/67: 0.02396
2024-11-16 23:26:02 : 5/80 | 61/67: 0.00917
2024-11-16 23:26:03 : 5/80 | 62/67: 0.00683
2024-11-16 23:26:05 : 5/80 | 63/67: 0.01978
2024-11-16 23:26:06 : 5/80 | 64/67: 0.02864
2024-11-16 23:26:08 : 5/80 | 65/67: 0.00997
2024-11-16 23:26:10 : 5/80 | 66/67: 0.03017
2024-11-16 23:26:40 : 5: Evaluation loss: 0.16070 | Pearson: 0.79500 | QWK:  0.60600
2024-11-16 23:26:40 : Saving model p6.pt on epoch 5 (0.16070 is the new best loss!)
2024-11-16 23:26:44 : 6/80 | 0/67: 0.04411
2024-11-16 23:26:46 : 6/80 | 1/67: 0.05122
2024-11-16 23:26:47 : 6/80 | 2/67: 0.03742
2024-11-16 23:26:49 : 6/80 | 3/67: 0.03253
2024-11-16 23:26:50 : 6/80 | 4/67: 0.01299
2024-11-16 23:26:52 : 6/80 | 5/67: 0.03751
2024-11-16 23:26:53 : 6/80 | 6/67: 0.02398
2024-11-16 23:26:55 : 6/80 | 7/67: 0.00758
2024-11-16 23:26:57 : 6/80 | 8/67: 0.00940
2024-11-16 23:26:58 : 6/80 | 9/67: 0.02324
2024-11-16 23:27:00 : 6/80 | 10/67: 0.02676
2024-11-16 23:27:01 : 6/80 | 11/67: 0.01822
2024-11-16 23:27:03 : 6/80 | 12/67: 0.03780
2024-11-16 23:27:04 : 6/80 | 13/67: 0.01718
2024-11-16 23:27:06 : 6/80 | 14/67: 0.02109
2024-11-16 23:27:08 : 6/80 | 15/67: 0.04543
2024-11-16 23:27:09 : 6/80 | 16/67: 0.01233
2024-11-16 23:27:11 : 6/80 | 17/67: 0.01144
2024-11-16 23:27:12 : 6/80 | 18/67: 0.04984
2024-11-16 23:27:14 : 6/80 | 19/67: 0.01233
2024-11-16 23:27:16 : 6/80 | 20/67: 0.01368
2024-11-16 23:27:17 : 6/80 | 21/67: 0.04630
2024-11-16 23:27:19 : 6/80 | 22/67: 0.01573
2024-11-16 23:27:20 : 6/80 | 23/67: 0.01748
2024-11-16 23:27:22 : 6/80 | 24/67: 0.01854
2024-11-16 23:27:24 : 6/80 | 25/67: 0.01204
2024-11-16 23:27:25 : 6/80 | 26/67: 0.01081
2024-11-16 23:27:27 : 6/80 | 27/67: 0.01873
2024-11-16 23:27:28 : 6/80 | 28/67: 0.02415
2024-11-16 23:27:30 : 6/80 | 29/67: 0.01377
2024-11-16 23:27:31 : 6/80 | 30/67: 0.00754
2024-11-16 23:27:33 : 6/80 | 31/67: 0.02242
2024-11-16 23:27:34 : 6/80 | 32/67: 0.02535
2024-11-16 23:27:36 : 6/80 | 33/67: 0.00752
2024-11-16 23:27:37 : 6/80 | 34/67: 0.02486
2024-11-16 23:27:39 : 6/80 | 35/67: 0.02245
2024-11-16 23:27:41 : 6/80 | 36/67: 0.00930
2024-11-16 23:27:42 : 6/80 | 37/67: 0.01107
2024-11-16 23:27:44 : 6/80 | 38/67: 0.01382
2024-11-16 23:27:45 : 6/80 | 39/67: 0.01615
2024-11-16 23:27:47 : 6/80 | 40/67: 0.01378
2024-11-16 23:27:48 : 6/80 | 41/67: 0.00939
2024-11-16 23:27:50 : 6/80 | 42/67: 0.01285
2024-11-16 23:27:52 : 6/80 | 43/67: 0.01301
2024-11-16 23:27:53 : 6/80 | 44/67: 0.01647
2024-11-16 23:27:55 : 6/80 | 45/67: 0.01423
2024-11-16 23:27:56 : 6/80 | 46/67: 0.02053
2024-11-16 23:27:58 : 6/80 | 47/67: 0.02149
2024-11-16 23:27:59 : 6/80 | 48/67: 0.01868
2024-11-16 23:28:01 : 6/80 | 49/67: 0.00685
2024-11-16 23:28:02 : 6/80 | 50/67: 0.02627
2024-11-16 23:28:04 : 6/80 | 51/67: 0.02097
2024-11-16 23:28:06 : 6/80 | 52/67: 0.01785
2024-11-16 23:28:07 : 6/80 | 53/67: 0.02386
2024-11-16 23:28:09 : 6/80 | 54/67: 0.01624
2024-11-16 23:28:10 : 6/80 | 55/67: 0.01068
2024-11-16 23:28:12 : 6/80 | 56/67: 0.01093
2024-11-16 23:28:13 : 6/80 | 57/67: 0.01362
2024-11-16 23:28:15 : 6/80 | 58/67: 0.02472
2024-11-16 23:28:16 : 6/80 | 59/67: 0.01161
2024-11-16 23:28:18 : 6/80 | 60/67: 0.01663
2024-11-16 23:28:20 : 6/80 | 61/67: 0.02844
2024-11-16 23:28:21 : 6/80 | 62/67: 0.01338
2024-11-16 23:28:23 : 6/80 | 63/67: 0.01429
2024-11-16 23:28:24 : 6/80 | 64/67: 0.01466
2024-11-16 23:28:26 : 6/80 | 65/67: 0.01181
2024-11-16 23:28:27 : 6/80 | 66/67: 0.01623
2024-11-16 23:28:59 : 6: Evaluation loss: 0.15822 | Pearson: 0.80900 | QWK:  0.58500
2024-11-16 23:28:59 : Saving model p6.pt on epoch 6 (0.15822 is the new best loss!)
2024-11-16 23:29:05 : 7/80 | 0/67: 0.02257
2024-11-16 23:29:07 : 7/80 | 1/67: 0.02342
2024-11-16 23:29:08 : 7/80 | 2/67: 0.02208
