2024-11-16 23:15:24 : ===================== 2024-11-16T23:15:24.496431 =====================
2024-11-16 23:15:24 : ===================== FINE-TUNING ON PROMPT 2 =====================
2024-11-16 23:15:24 : Settings: Namespace(data='init/asap_5_splits.csv', bert_model_path='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8_3', chunk_sizes='90_30_130_10', prompt=[2], batch_size=16, epochs=80, sample=-1, learning_rate=6e-05, result_file='results/finetune/p2.txt', save_model='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p2/p2.pt', device='cuda', log=PosixPath('logs/finetune-p2.log'), comment='Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.')
2024-11-16 23:15:24 : Additional Comments: Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.
2024-11-16 23:15:28 : Train/Eval/Test: 1083/350/367
2024-11-16 23:15:28 : Started training loop for p2.pt
2024-11-16 23:15:32 : 1/80 | 0/68: 8.10925
2024-11-16 23:19:26 : 2/80 | 15/68: 0.05783
2024-11-16 23:19:28 : 2/80 | 16/68: 0.04467
2024-11-16 23:19:31 : 2/80 | 17/68: 0.04987
2024-11-16 23:19:33 : 2/80 | 18/68: 0.05029
2024-11-16 23:19:35 : 2/80 | 19/68: 0.04166
2024-11-16 23:19:37 : 2/80 | 20/68: 0.03396
2024-11-16 23:19:39 : 2/80 | 21/68: 0.05473
2024-11-16 23:19:42 : 2/80 | 22/68: 0.03521
2024-11-16 23:19:44 : 2/80 | 23/68: 0.03719
2024-11-16 23:19:46 : 2/80 | 24/68: 0.03505
2024-11-16 23:19:48 : 2/80 | 25/68: 0.02175
2024-11-16 23:19:50 : 2/80 | 26/68: 0.04263
2024-11-16 23:19:52 : 2/80 | 27/68: 0.03657
2024-11-16 23:19:55 : 2/80 | 28/68: 0.03092
2024-11-16 23:19:57 : 2/80 | 29/68: 0.02804
2024-11-16 23:19:59 : 2/80 | 30/68: 0.02287
2024-11-16 23:20:01 : 2/80 | 31/68: 0.03363
2024-11-16 23:20:03 : 2/80 | 32/68: 0.05350
2024-11-16 23:20:05 : 2/80 | 33/68: 0.04988
2024-11-16 23:20:07 : 2/80 | 34/68: 0.04249
2024-11-16 23:20:09 : 2/80 | 35/68: 0.03265
2024-11-16 23:20:11 : 2/80 | 36/68: 0.03214
2024-11-16 23:20:13 : 2/80 | 37/68: 0.03630
2024-11-16 23:20:16 : 2/80 | 38/68: 0.05355
2024-11-16 23:20:18 : 2/80 | 39/68: 0.03427
2024-11-16 23:20:20 : 2/80 | 40/68: 0.02638
2024-11-16 23:20:22 : 2/80 | 41/68: 0.02450
2024-11-16 23:20:25 : 2/80 | 42/68: 0.03138
2024-11-16 23:20:27 : 2/80 | 43/68: 0.02769
2024-11-16 23:20:29 : 2/80 | 44/68: 0.02542
2024-11-16 23:20:32 : 2/80 | 45/68: 0.01800
2024-11-16 23:20:34 : 2/80 | 46/68: 0.02209
2024-11-16 23:20:36 : 2/80 | 47/68: 0.04042
2024-11-16 23:20:38 : 2/80 | 48/68: 0.03482
2024-11-16 23:20:41 : 2/80 | 49/68: 0.03070
2024-11-16 23:20:43 : 2/80 | 50/68: 0.04650
2024-11-16 23:20:45 : 2/80 | 51/68: 0.02839
2024-11-16 23:20:47 : 2/80 | 52/68: 0.04414
2024-11-16 23:20:49 : 2/80 | 53/68: 0.03188
2024-11-16 23:20:52 : 2/80 | 54/68: 0.03269
2024-11-16 23:20:54 : 2/80 | 55/68: 0.02337
2024-11-16 23:20:56 : 2/80 | 56/68: 0.04296
2024-11-16 23:20:58 : 2/80 | 57/68: 0.11874
2024-11-16 23:21:00 : 2/80 | 58/68: 0.03060
2024-11-16 23:21:02 : 2/80 | 59/68: 0.02914
2024-11-16 23:21:05 : 2/80 | 60/68: 0.05778
2024-11-16 23:21:07 : 2/80 | 61/68: 0.05495
2024-11-16 23:21:09 : 2/80 | 62/68: 0.04539
2024-11-16 23:21:11 : 2/80 | 63/68: 0.04410
2024-11-16 23:21:13 : 2/80 | 64/68: 0.02867
2024-11-16 23:21:15 : 2/80 | 65/68: 0.03643
2024-11-16 23:21:18 : 2/80 | 66/68: 0.04569
2024-11-16 23:21:20 : 2/80 | 67/68: 0.02928
2024-11-16 23:22:05 : 2: Evaluation loss: 0.27359 | Pearson: 0.69500 | QWK:  0.59700
2024-11-16 23:22:08 : 3/80 | 0/68: 0.20627
2024-11-16 23:22:10 : 3/80 | 1/68: 0.07935
2024-11-16 23:22:12 : 3/80 | 2/68: 0.18716
2024-11-16 23:22:14 : 3/80 | 3/68: 0.08334
2024-11-16 23:22:17 : 3/80 | 4/68: 0.06140
2024-11-16 23:22:19 : 3/80 | 5/68: 0.13006
2024-11-16 23:22:21 : 3/80 | 6/68: 0.04716
2024-11-16 23:22:23 : 3/80 | 7/68: 0.08358
2024-11-16 23:22:25 : 3/80 | 8/68: 0.05308
2024-11-16 23:22:28 : 3/80 | 9/68: 0.02702
2024-11-16 23:22:30 : 3/80 | 10/68: 0.01842
2024-11-16 23:22:32 : 3/80 | 11/68: 0.07357
2024-11-16 23:22:34 : 3/80 | 12/68: 0.07544
2024-11-16 23:22:36 : 3/80 | 13/68: 0.03387
2024-11-16 23:22:39 : 3/80 | 14/68: 0.04396
2024-11-16 23:22:41 : 3/80 | 15/68: 0.07087
2024-11-16 23:22:43 : 3/80 | 16/68: 0.05213
2024-11-16 23:22:45 : 3/80 | 17/68: 0.02174
2024-11-16 23:22:48 : 3/80 | 18/68: 0.03306
2024-11-16 23:22:50 : 3/80 | 19/68: 0.05828
2024-11-16 23:22:52 : 3/80 | 20/68: 0.05102
2024-11-16 23:22:54 : 3/80 | 21/68: 0.03276
2024-11-16 23:22:56 : 3/80 | 22/68: 0.02760
2024-11-16 23:22:59 : 3/80 | 23/68: 0.03744
2024-11-16 23:23:01 : 3/80 | 24/68: 0.02634
2024-11-16 23:23:03 : 3/80 | 25/68: 0.01722
2024-11-16 23:23:05 : 3/80 | 26/68: 0.01587
2024-11-16 23:23:07 : 3/80 | 27/68: 0.03570
2024-11-16 23:23:09 : 3/80 | 28/68: 0.01714
2024-11-16 23:23:11 : 3/80 | 29/68: 0.02954
2024-11-16 23:23:14 : 3/80 | 30/68: 0.01461
2024-11-16 23:23:16 : 3/80 | 31/68: 0.04079
2024-11-16 23:23:18 : 3/80 | 32/68: 0.02121
2024-11-16 23:23:20 : 3/80 | 33/68: 0.02917
2024-11-16 23:23:22 : 3/80 | 34/68: 0.02145
2024-11-16 23:23:24 : 3/80 | 35/68: 0.01786
2024-11-16 23:23:26 : 3/80 | 36/68: 0.02158
2024-11-16 23:23:28 : 3/80 | 37/68: 0.04305
2024-11-16 23:23:30 : 3/80 | 38/68: 0.04678
2024-11-16 23:23:32 : 3/80 | 39/68: 0.02417
2024-11-16 23:23:35 : 3/80 | 40/68: 0.03200
2024-11-16 23:23:37 : 3/80 | 41/68: 0.01629
2024-11-16 23:23:39 : 3/80 | 42/68: 0.03089
2024-11-16 23:23:41 : 3/80 | 43/68: 0.01883
2024-11-16 23:23:44 : 3/80 | 44/68: 0.00836
2024-11-16 23:23:46 : 3/80 | 45/68: 0.02301
2024-11-16 23:23:48 : 3/80 | 46/68: 0.01608
2024-11-16 23:23:50 : 3/80 | 47/68: 0.02393
2024-11-16 23:23:53 : 3/80 | 48/68: 0.01625
2024-11-16 23:23:55 : 3/80 | 49/68: 0.04409
2024-11-16 23:23:57 : 3/80 | 50/68: 0.04694
2024-11-16 23:23:59 : 3/80 | 51/68: 0.04653
2024-11-16 23:24:02 : 3/80 | 52/68: 0.03847
2024-11-16 23:24:04 : 3/80 | 53/68: 0.03520
2024-11-16 23:24:06 : 3/80 | 54/68: 0.03718
2024-11-16 23:24:08 : 3/80 | 55/68: 0.04375
2024-11-16 23:24:10 : 3/80 | 56/68: 0.03414
2024-11-16 23:24:12 : 3/80 | 57/68: 0.02945
2024-11-16 23:24:14 : 3/80 | 58/68: 0.02779
2024-11-16 23:24:17 : 3/80 | 59/68: 0.03307
2024-11-16 23:24:19 : 3/80 | 60/68: 0.01758
2024-11-16 23:24:21 : 3/80 | 61/68: 0.02236
2024-11-16 23:24:23 : 3/80 | 62/68: 0.02164
2024-11-16 23:24:25 : 3/80 | 63/68: 0.01952
2024-11-16 23:24:27 : 3/80 | 64/68: 0.05156
2024-11-16 23:24:30 : 3/80 | 65/68: 0.00746
2024-11-16 23:24:32 : 3/80 | 66/68: 0.01453
2024-11-16 23:24:34 : 3/80 | 67/68: 0.03020
2024-11-16 23:25:20 : 3: Evaluation loss: 0.15595 | Pearson: 0.73400 | QWK:  0.48700
2024-11-16 23:25:20 : Saving model p2.pt on epoch 3 (0.15595 is the new best loss!)
2024-11-16 23:25:23 : 4/80 | 0/68: 0.03995
2024-11-16 23:25:26 : 4/80 | 1/68: 0.03061
2024-11-16 23:25:28 : 4/80 | 2/68: 0.04492
2024-11-16 23:25:30 : 4/80 | 3/68: 0.01923
2024-11-16 23:25:32 : 4/80 | 4/68: 0.03740
2024-11-16 23:25:34 : 4/80 | 5/68: 0.01937
2024-11-16 23:25:37 : 4/80 | 6/68: 0.01992
2024-11-16 23:25:39 : 4/80 | 7/68: 0.01680
2024-11-16 23:25:41 : 4/80 | 8/68: 0.01411
2024-11-16 23:25:43 : 4/80 | 9/68: 0.02708
2024-11-16 23:25:45 : 4/80 | 10/68: 0.02958
2024-11-16 23:25:47 : 4/80 | 11/68: 0.04453
2024-11-16 23:25:50 : 4/80 | 12/68: 0.03936
2024-11-16 23:25:52 : 4/80 | 13/68: 0.01334
2024-11-16 23:25:54 : 4/80 | 14/68: 0.02320
2024-11-16 23:25:56 : 4/80 | 15/68: 0.03481
2024-11-16 23:25:58 : 4/80 | 16/68: 0.01174
2024-11-16 23:26:01 : 4/80 | 17/68: 0.02254
2024-11-16 23:26:03 : 4/80 | 18/68: 0.03128
2024-11-16 23:26:05 : 4/80 | 19/68: 0.02585
2024-11-16 23:26:07 : 4/80 | 20/68: 0.04178
2024-11-16 23:26:10 : 4/80 | 21/68: 0.02989
2024-11-16 23:26:12 : 4/80 | 22/68: 0.02625
2024-11-16 23:26:14 : 4/80 | 23/68: 0.03742
2024-11-16 23:26:16 : 4/80 | 24/68: 0.02249
2024-11-16 23:26:18 : 4/80 | 25/68: 0.02705
2024-11-16 23:26:20 : 4/80 | 26/68: 0.02311
2024-11-16 23:26:23 : 4/80 | 27/68: 0.01512
2024-11-16 23:26:25 : 4/80 | 28/68: 0.00630
2024-11-16 23:26:27 : 4/80 | 29/68: 0.01123
2024-11-16 23:26:29 : 4/80 | 30/68: 0.02106
2024-11-16 23:26:31 : 4/80 | 31/68: 0.01569
2024-11-16 23:26:33 : 4/80 | 32/68: 0.02002
2024-11-16 23:26:35 : 4/80 | 33/68: 0.02574
2024-11-16 23:26:37 : 4/80 | 34/68: 0.02141
2024-11-16 23:26:39 : 4/80 | 35/68: 0.02970
2024-11-16 23:26:41 : 4/80 | 36/68: 0.01135
2024-11-16 23:26:44 : 4/80 | 37/68: 0.02022
2024-11-16 23:26:46 : 4/80 | 38/68: 0.04671
2024-11-16 23:26:48 : 4/80 | 39/68: 0.02680
2024-11-16 23:26:51 : 4/80 | 40/68: 0.02646
2024-11-16 23:26:53 : 4/80 | 41/68: 0.02319
2024-11-16 23:26:55 : 4/80 | 42/68: 0.02250
2024-11-16 23:26:57 : 4/80 | 43/68: 0.03029
2024-11-16 23:27:00 : 4/80 | 44/68: 0.02218
2024-11-16 23:27:02 : 4/80 | 45/68: 0.02863
2024-11-16 23:27:04 : 4/80 | 46/68: 0.03362
2024-11-16 23:27:06 : 4/80 | 47/68: 0.02323
2024-11-16 23:27:09 : 4/80 | 48/68: 0.01873
2024-11-16 23:27:11 : 4/80 | 49/68: 0.02581
2024-11-16 23:27:13 : 4/80 | 50/68: 0.03722
2024-11-16 23:27:15 : 4/80 | 51/68: 0.01965
2024-11-16 23:27:18 : 4/80 | 52/68: 0.01644
2024-11-16 23:27:20 : 4/80 | 53/68: 0.02510
2024-11-16 23:27:22 : 4/80 | 54/68: 0.02008
2024-11-16 23:27:24 : 4/80 | 55/68: 0.03419
2024-11-16 23:27:26 : 4/80 | 56/68: 0.03126
2024-11-16 23:27:28 : 4/80 | 57/68: 0.01373
2024-11-16 23:27:31 : 4/80 | 58/68: 0.01505
2024-11-16 23:27:33 : 4/80 | 59/68: 0.00624
2024-11-16 23:27:35 : 4/80 | 60/68: 0.00994
2024-11-16 23:27:37 : 4/80 | 61/68: 0.02654
2024-11-16 23:27:39 : 4/80 | 62/68: 0.02470
2024-11-16 23:27:41 : 4/80 | 63/68: 0.00959
2024-11-16 23:27:44 : 4/80 | 64/68: 0.01866
2024-11-16 23:27:46 : 4/80 | 65/68: 0.02730
2024-11-16 23:27:48 : 4/80 | 66/68: 0.01497
2024-11-16 23:27:50 : 4/80 | 67/68: 0.02020
2024-11-16 23:28:36 : 4: Evaluation loss: 0.14691 | Pearson: 0.74400 | QWK:  0.49500
2024-11-16 23:28:36 : Saving model p2.pt on epoch 4 (0.14691 is the new best loss!)
2024-11-16 23:28:51 : 5/80 | 0/68: 0.06122
2024-11-16 23:28:53 : 5/80 | 1/68: 0.04355
2024-11-16 23:28:55 : 5/80 | 2/68: 0.01779
2024-11-16 23:28:57 : 5/80 | 3/68: 0.01854
2024-11-16 23:28:59 : 5/80 | 4/68: 0.02733
2024-11-16 23:29:02 : 5/80 | 5/68: 0.03004
2024-11-16 23:29:04 : 5/80 | 6/68: 0.02308
2024-11-16 23:29:06 : 5/80 | 7/68: 0.02654
2024-11-16 23:29:08 : 5/80 | 8/68: 0.04273
2024-11-16 23:29:11 : 5/80 | 9/68: 0.01326
2024-11-16 23:29:13 : 5/80 | 10/68: 0.01460
2024-11-16 23:29:15 : 5/80 | 11/68: 0.02320
2024-11-16 23:29:17 : 5/80 | 12/68: 0.02547
2024-11-16 23:29:19 : 5/80 | 13/68: 0.01085
2024-11-16 23:29:21 : 5/80 | 14/68: 0.02131
2024-11-16 23:29:24 : 5/80 | 15/68: 0.03165
2024-11-16 23:29:26 : 5/80 | 16/68: 0.03482
2024-11-16 23:29:28 : 5/80 | 17/68: 0.02021
2024-11-16 23:29:30 : 5/80 | 18/68: 0.03124
2024-11-16 23:29:32 : 5/80 | 19/68: 0.03441
2024-11-16 23:29:35 : 5/80 | 20/68: 0.03134
2024-11-16 23:29:37 : 5/80 | 21/68: 0.02727
2024-11-16 23:29:39 : 5/80 | 22/68: 0.01466
2024-11-16 23:29:41 : 5/80 | 23/68: 0.02722
2024-11-16 23:29:43 : 5/80 | 24/68: 0.02180
2024-11-16 23:29:45 : 5/80 | 25/68: 0.01790
2024-11-16 23:29:48 : 5/80 | 26/68: 0.01369
2024-11-16 23:29:50 : 5/80 | 27/68: 0.01636
2024-11-16 23:29:52 : 5/80 | 28/68: 0.01393
2024-11-16 23:29:54 : 5/80 | 29/68: 0.01731
2024-11-16 23:29:56 : 5/80 | 30/68: 0.01302
2024-11-16 23:29:58 : 5/80 | 31/68: 0.01346
2024-11-16 23:30:00 : 5/80 | 32/68: 0.00731
2024-11-16 23:30:02 : 5/80 | 33/68: 0.02445
2024-11-16 23:30:04 : 5/80 | 34/68: 0.01738
2024-11-16 23:30:06 : 5/80 | 35/68: 0.00600
2024-11-16 23:30:09 : 5/80 | 36/68: 0.01598
2024-11-16 23:30:11 : 5/80 | 37/68: 0.02533
2024-11-16 23:30:13 : 5/80 | 38/68: 0.02243
2024-11-16 23:30:15 : 5/80 | 39/68: 0.02644
2024-11-16 23:30:18 : 5/80 | 40/68: 0.02134
2024-11-16 23:30:20 : 5/80 | 41/68: 0.02935
2024-11-16 23:30:22 : 5/80 | 42/68: 0.01627
2024-11-16 23:30:25 : 5/80 | 43/68: 0.02291
2024-11-16 23:30:27 : 5/80 | 44/68: 0.04098
2024-11-16 23:30:29 : 5/80 | 45/68: 0.01235
2024-11-16 23:30:31 : 5/80 | 46/68: 0.01747
2024-11-16 23:30:34 : 5/80 | 47/68: 0.01863
2024-11-16 23:30:36 : 5/80 | 48/68: 0.03259
2024-11-16 23:30:38 : 5/80 | 49/68: 0.01432
2024-11-16 23:30:40 : 5/80 | 50/68: 0.04579
2024-11-16 23:30:43 : 5/80 | 51/68: 0.01373
2024-11-16 23:30:45 : 5/80 | 52/68: 0.01221
2024-11-16 23:30:47 : 5/80 | 53/68: 0.01577
2024-11-16 23:30:49 : 5/80 | 54/68: 0.01144
2024-11-16 23:30:51 : 5/80 | 55/68: 0.02144
2024-11-16 23:30:53 : 5/80 | 56/68: 0.01089
2024-11-16 23:30:56 : 5/80 | 57/68: 0.01901
2024-11-16 23:30:58 : 5/80 | 58/68: 0.02102
2024-11-16 23:31:00 : 5/80 | 59/68: 0.01681
2024-11-16 23:31:02 : 5/80 | 60/68: 0.01868
2024-11-16 23:31:04 : 5/80 | 61/68: 0.01392
2024-11-16 23:31:06 : 5/80 | 62/68: 0.03023
2024-11-16 23:31:08 : 5/80 | 63/68: 0.01577
2024-11-16 23:31:11 : 5/80 | 64/68: 0.01944
2024-11-16 23:31:13 : 5/80 | 65/68: 0.01257
2024-11-16 23:31:15 : 5/80 | 66/68: 0.01076
2024-11-16 23:31:17 : 5/80 | 67/68: 0.01455
2024-11-16 23:32:03 : 5: Evaluation loss: 0.16976 | Pearson: 0.70900 | QWK:  0.46700
2024-11-16 23:32:05 : 6/80 | 0/68: 0.06566
2024-11-16 23:32:07 : 6/80 | 1/68: 0.04071
2024-11-16 23:32:09 : 6/80 | 2/68: 0.02331
2024-11-16 23:32:12 : 6/80 | 3/68: 0.01116
2024-11-16 23:32:14 : 6/80 | 4/68: 0.01714
2024-11-16 23:32:16 : 6/80 | 5/68: 0.01344
2024-11-16 23:32:18 : 6/80 | 6/68: 0.02200
2024-11-16 23:32:20 : 6/80 | 7/68: 0.01359
2024-11-16 23:32:23 : 6/80 | 8/68: 0.03504
2024-11-16 23:32:25 : 6/80 | 9/68: 0.01901
2024-11-16 23:32:27 : 6/80 | 10/68: 0.03925
2024-11-16 23:32:29 : 6/80 | 11/68: 0.01954
2024-11-16 23:32:31 : 6/80 | 12/68: 0.01659
2024-11-16 23:32:34 : 6/80 | 13/68: 0.02139
2024-11-16 23:32:36 : 6/80 | 14/68: 0.01819
2024-11-16 23:32:38 : 6/80 | 15/68: 0.02125
2024-11-16 23:32:40 : 6/80 | 16/68: 0.01671
2024-11-16 23:32:42 : 6/80 | 17/68: 0.03087
2024-11-16 23:32:45 : 6/80 | 18/68: 0.01180
2024-11-16 23:32:47 : 6/80 | 19/68: 0.02245
2024-11-16 23:32:49 : 6/80 | 20/68: 0.01539
2024-11-16 23:32:51 : 6/80 | 21/68: 0.03073
2024-11-16 23:32:54 : 6/80 | 22/68: 0.01227
2024-11-16 23:32:56 : 6/80 | 23/68: 0.02374
2024-11-16 23:32:58 : 6/80 | 24/68: 0.00839
2024-11-16 23:33:00 : 6/80 | 25/68: 0.01264
2024-11-16 23:33:02 : 6/80 | 26/68: 0.01647
2024-11-16 23:33:04 : 6/80 | 27/68: 0.01142
2024-11-16 23:33:06 : 6/80 | 28/68: 0.01913
2024-11-16 23:33:09 : 6/80 | 29/68: 0.00657
2024-11-16 23:33:11 : 6/80 | 30/68: 0.02057
2024-11-16 23:33:13 : 6/80 | 31/68: 0.01596
2024-11-16 23:33:15 : 6/80 | 32/68: 0.02220
2024-11-16 23:33:17 : 6/80 | 33/68: 0.02078
2024-11-16 23:33:19 : 6/80 | 34/68: 0.00942
2024-11-16 23:33:21 : 6/80 | 35/68: 0.01843
2024-11-16 23:33:23 : 6/80 | 36/68: 0.01387
2024-11-16 23:33:25 : 6/80 | 37/68: 0.00502
2024-11-16 23:33:28 : 6/80 | 38/68: 0.01831
2024-11-16 23:33:30 : 6/80 | 39/68: 0.00922
2024-11-16 23:33:32 : 6/80 | 40/68: 0.02096
2024-11-16 23:33:34 : 6/80 | 41/68: 0.02997
2024-11-16 23:33:37 : 6/80 | 42/68: 0.01060
2024-11-16 23:33:39 : 6/80 | 43/68: 0.02144
2024-11-16 23:33:41 : 6/80 | 44/68: 0.03779
2024-11-16 23:33:44 : 6/80 | 45/68: 0.00883
2024-11-16 23:33:46 : 6/80 | 46/68: 0.02079
2024-11-16 23:33:48 : 6/80 | 47/68: 0.02282
2024-11-16 23:33:51 : 6/80 | 48/68: 0.01529
2024-11-16 23:33:53 : 6/80 | 49/68: 0.01902
2024-11-16 23:33:55 : 6/80 | 50/68: 0.01486
2024-11-16 23:33:57 : 6/80 | 51/68: 0.01849
2024-11-16 23:33:59 : 6/80 | 52/68: 0.01891
2024-11-16 23:34:02 : 6/80 | 53/68: 0.01277
2024-11-16 23:34:04 : 6/80 | 54/68: 0.01460
2024-11-16 23:34:06 : 6/80 | 55/68: 0.01828
2024-11-16 23:34:08 : 6/80 | 56/68: 0.01469
2024-11-16 23:34:10 : 6/80 | 57/68: 0.01138
2024-11-16 23:34:12 : 6/80 | 58/68: 0.01452
2024-11-16 23:34:14 : 6/80 | 59/68: 0.02051
2024-11-16 23:34:17 : 6/80 | 60/68: 0.01309
2024-11-16 23:34:19 : 6/80 | 61/68: 0.00697
2024-11-16 23:34:21 : 6/80 | 62/68: 0.01824
2024-11-16 23:34:23 : 6/80 | 63/68: 0.01402
2024-11-16 23:34:25 : 6/80 | 64/68: 0.01370
2024-11-16 23:34:27 : 6/80 | 65/68: 0.01432
2024-11-16 23:34:30 : 6/80 | 66/68: 0.01073
2024-11-16 23:34:32 : 6/80 | 67/68: 0.00805
