2024-11-16 23:15:24 : ===================== 2024-11-16T23:15:24.497332 =====================
2024-11-16 23:15:24 : ===================== FINE-TUNING ON PROMPT 3 =====================
2024-11-16 23:15:24 : Settings: Namespace(data='init/asap_5_splits.csv', bert_model_path='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8_3', chunk_sizes='90_30_130_10', prompt=[3], batch_size=16, epochs=80, sample=-1, learning_rate=6e-05, result_file='results/finetune/p3.txt', save_model='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p3/p3.pt', device='cuda', log=PosixPath('logs/finetune-p3.log'), comment='Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.')
2024-11-16 23:15:24 : Additional Comments: Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.
2024-11-16 23:15:28 : Train/Eval/Test: 1055/336/335
2024-11-16 23:15:28 : Started training loop for p3.pt
2024-11-16 23:15:32 : 1/80 | 0/66: 0.86877
2024-11-16 23:18:27 : 2/80 | 33/66: 0.05052
2024-11-16 23:18:28 : 2/80 | 34/66: 0.04640
2024-11-16 23:18:30 : 2/80 | 35/66: 0.04420
2024-11-16 23:18:31 : 2/80 | 36/66: 0.02986
2024-11-16 23:18:32 : 2/80 | 37/66: 0.02584
2024-11-16 23:18:34 : 2/80 | 38/66: 0.01525
2024-11-16 23:18:36 : 2/80 | 39/66: 0.03236
2024-11-16 23:18:37 : 2/80 | 40/66: 0.03823
2024-11-16 23:18:39 : 2/80 | 41/66: 0.01863
2024-11-16 23:18:40 : 2/80 | 42/66: 0.04210
2024-11-16 23:18:42 : 2/80 | 43/66: 0.01290
2024-11-16 23:18:43 : 2/80 | 44/66: 0.03073
2024-11-16 23:18:45 : 2/80 | 45/66: 0.03128
2024-11-16 23:18:46 : 2/80 | 46/66: 0.01548
2024-11-16 23:18:48 : 2/80 | 47/66: 0.03469
2024-11-16 23:18:49 : 2/80 | 48/66: 0.05374
2024-11-16 23:18:51 : 2/80 | 49/66: 0.03764
2024-11-16 23:18:52 : 2/80 | 50/66: 0.03700
2024-11-16 23:18:54 : 2/80 | 51/66: 0.02333
2024-11-16 23:18:55 : 2/80 | 52/66: 0.03085
2024-11-16 23:18:57 : 2/80 | 53/66: 0.04143
2024-11-16 23:18:58 : 2/80 | 54/66: 0.03112
2024-11-16 23:19:00 : 2/80 | 55/66: 0.03976
2024-11-16 23:19:01 : 2/80 | 56/66: 0.01107
2024-11-16 23:19:03 : 2/80 | 57/66: 0.03487
2024-11-16 23:19:04 : 2/80 | 58/66: 0.02600
2024-11-16 23:19:06 : 2/80 | 59/66: 0.02810
2024-11-16 23:19:07 : 2/80 | 60/66: 0.02164
2024-11-16 23:19:09 : 2/80 | 61/66: 0.02586
2024-11-16 23:19:10 : 2/80 | 62/66: 0.03313
2024-11-16 23:19:12 : 2/80 | 63/66: 0.02971
2024-11-16 23:19:13 : 2/80 | 64/66: 0.03693
2024-11-16 23:19:15 : 2/80 | 65/66: 0.02380
2024-11-16 23:19:40 : 2: Evaluation loss: 0.26411 | Pearson: 0.54100 | QWK:  0.29600
2024-11-16 23:19:42 : 3/80 | 0/66: 0.06567
2024-11-16 23:19:43 : 3/80 | 1/66: 0.05338
2024-11-16 23:19:45 : 3/80 | 2/66: 0.06323
2024-11-16 23:19:46 : 3/80 | 3/66: 0.04946
2024-11-16 23:19:48 : 3/80 | 4/66: 0.02411
2024-11-16 23:19:49 : 3/80 | 5/66: 0.03652
2024-11-16 23:19:51 : 3/80 | 6/66: 0.01931
2024-11-16 23:19:52 : 3/80 | 7/66: 0.01608
2024-11-16 23:19:54 : 3/80 | 8/66: 0.01778
2024-11-16 23:19:55 : 3/80 | 9/66: 0.03001
2024-11-16 23:19:57 : 3/80 | 10/66: 0.02811
2024-11-16 23:19:58 : 3/80 | 11/66: 0.03753
2024-11-16 23:20:00 : 3/80 | 12/66: 0.05867
2024-11-16 23:20:01 : 3/80 | 13/66: 0.03061
2024-11-16 23:20:03 : 3/80 | 14/66: 0.03027
2024-11-16 23:20:04 : 3/80 | 15/66: 0.02775
2024-11-16 23:20:06 : 3/80 | 16/66: 0.04381
2024-11-16 23:20:07 : 3/80 | 17/66: 0.04736
2024-11-16 23:20:09 : 3/80 | 18/66: 0.02983
2024-11-16 23:20:10 : 3/80 | 19/66: 0.02585
2024-11-16 23:20:12 : 3/80 | 20/66: 0.03386
2024-11-16 23:20:13 : 3/80 | 21/66: 0.02936
2024-11-16 23:20:15 : 3/80 | 22/66: 0.03054
2024-11-16 23:20:16 : 3/80 | 23/66: 0.03192
2024-11-16 23:20:18 : 3/80 | 24/66: 0.03684
2024-11-16 23:20:19 : 3/80 | 25/66: 0.04375
2024-11-16 23:20:21 : 3/80 | 26/66: 0.01420
2024-11-16 23:20:22 : 3/80 | 27/66: 0.02551
2024-11-16 23:20:24 : 3/80 | 28/66: 0.05610
2024-11-16 23:20:25 : 3/80 | 29/66: 0.03368
2024-11-16 23:20:27 : 3/80 | 30/66: 0.03315
2024-11-16 23:20:28 : 3/80 | 31/66: 0.03132
2024-11-16 23:20:30 : 3/80 | 32/66: 0.02080
2024-11-16 23:20:31 : 3/80 | 33/66: 0.04055
2024-11-16 23:20:33 : 3/80 | 34/66: 0.01897
2024-11-16 23:20:34 : 3/80 | 35/66: 0.02265
2024-11-16 23:20:36 : 3/80 | 36/66: 0.01131
2024-11-16 23:20:37 : 3/80 | 37/66: 0.02258
2024-11-16 23:20:39 : 3/80 | 38/66: 0.02724
2024-11-16 23:20:40 : 3/80 | 39/66: 0.02056
2024-11-16 23:20:42 : 3/80 | 40/66: 0.02342
2024-11-16 23:20:43 : 3/80 | 41/66: 0.02345
2024-11-16 23:20:45 : 3/80 | 42/66: 0.01054
2024-11-16 23:20:46 : 3/80 | 43/66: 0.01103
2024-11-16 23:20:48 : 3/80 | 44/66: 0.02545
2024-11-16 23:20:49 : 3/80 | 45/66: 0.00818
2024-11-16 23:20:51 : 3/80 | 46/66: 0.01485
2024-11-16 23:20:52 : 3/80 | 47/66: 0.01137
2024-11-16 23:20:54 : 3/80 | 48/66: 0.02544
2024-11-16 23:20:55 : 3/80 | 49/66: 0.01644
2024-11-16 23:20:57 : 3/80 | 50/66: 0.01836
2024-11-16 23:20:58 : 3/80 | 51/66: 0.01199
2024-11-16 23:21:00 : 3/80 | 52/66: 0.01700
2024-11-16 23:21:01 : 3/80 | 53/66: 0.01489
2024-11-16 23:21:03 : 3/80 | 54/66: 0.01130
2024-11-16 23:21:04 : 3/80 | 55/66: 0.02616
2024-11-16 23:21:06 : 3/80 | 56/66: 0.03077
2024-11-16 23:21:07 : 3/80 | 57/66: 0.01735
2024-11-16 23:21:09 : 3/80 | 58/66: 0.01388
2024-11-16 23:21:10 : 3/80 | 59/66: 0.01280
2024-11-16 23:21:12 : 3/80 | 60/66: 0.00617
2024-11-16 23:21:13 : 3/80 | 61/66: 0.02464
2024-11-16 23:21:15 : 3/80 | 62/66: 0.01096
2024-11-16 23:21:16 : 3/80 | 63/66: 0.00984
2024-11-16 23:21:18 : 3/80 | 64/66: 0.01485
2024-11-16 23:21:20 : 3/80 | 65/66: 0.01929
2024-11-16 23:21:46 : 3: Evaluation loss: 0.26223 | Pearson: 0.60300 | QWK:  0.24700
2024-11-16 23:21:47 : 4/80 | 0/66: 0.02120
2024-11-16 23:21:49 : 4/80 | 1/66: 0.03974
2024-11-16 23:21:50 : 4/80 | 2/66: 0.02619
2024-11-16 23:21:52 : 4/80 | 3/66: 0.01782
2024-11-16 23:21:53 : 4/80 | 4/66: 0.02081
2024-11-16 23:21:55 : 4/80 | 5/66: 0.02174
2024-11-16 23:21:56 : 4/80 | 6/66: 0.01115
2024-11-16 23:21:58 : 4/80 | 7/66: 0.01297
2024-11-16 23:21:59 : 4/80 | 8/66: 0.03854
2024-11-16 23:22:01 : 4/80 | 9/66: 0.01799
2024-11-16 23:22:02 : 4/80 | 10/66: 0.01890
2024-11-16 23:22:04 : 4/80 | 11/66: 0.01366
2024-11-16 23:22:05 : 4/80 | 12/66: 0.03472
2024-11-16 23:22:07 : 4/80 | 13/66: 0.01883
2024-11-16 23:22:08 : 4/80 | 14/66: 0.01385
2024-11-16 23:22:10 : 4/80 | 15/66: 0.01363
2024-11-16 23:22:11 : 4/80 | 16/66: 0.02384
2024-11-16 23:22:13 : 4/80 | 17/66: 0.01861
2024-11-16 23:22:14 : 4/80 | 18/66: 0.03318
2024-11-16 23:22:16 : 4/80 | 19/66: 0.01518
2024-11-16 23:22:17 : 4/80 | 20/66: 0.01464
2024-11-16 23:22:19 : 4/80 | 21/66: 0.00917
2024-11-16 23:22:20 : 4/80 | 22/66: 0.02360
2024-11-16 23:22:22 : 4/80 | 23/66: 0.01454
2024-11-16 23:22:23 : 4/80 | 24/66: 0.01956
2024-11-16 23:22:25 : 4/80 | 25/66: 0.01140
2024-11-16 23:22:26 : 4/80 | 26/66: 0.01486
2024-11-16 23:22:28 : 4/80 | 27/66: 0.01856
2024-11-16 23:22:29 : 4/80 | 28/66: 0.01020
2024-11-16 23:22:31 : 4/80 | 29/66: 0.01628
2024-11-16 23:22:32 : 4/80 | 30/66: 0.02053
2024-11-16 23:22:34 : 4/80 | 31/66: 0.01600
2024-11-16 23:22:35 : 4/80 | 32/66: 0.01244
2024-11-16 23:22:37 : 4/80 | 33/66: 0.01661
2024-11-16 23:22:38 : 4/80 | 34/66: 0.01052
2024-11-16 23:22:40 : 4/80 | 35/66: 0.01225
2024-11-16 23:22:41 : 4/80 | 36/66: 0.01098
2024-11-16 23:22:43 : 4/80 | 37/66: 0.01481
2024-11-16 23:22:44 : 4/80 | 38/66: 0.01106
2024-11-16 23:22:46 : 4/80 | 39/66: 0.00956
2024-11-16 23:22:47 : 4/80 | 40/66: 0.00697
2024-11-16 23:22:49 : 4/80 | 41/66: 0.01510
2024-11-16 23:22:50 : 4/80 | 42/66: 0.00990
2024-11-16 23:22:52 : 4/80 | 43/66: 0.00759
2024-11-16 23:22:53 : 4/80 | 44/66: 0.01008
2024-11-16 23:22:55 : 4/80 | 45/66: 0.01932
2024-11-16 23:22:56 : 4/80 | 46/66: 0.01273
2024-11-16 23:22:58 : 4/80 | 47/66: 0.00506
2024-11-16 23:22:59 : 4/80 | 48/66: 0.01520
2024-11-16 23:23:01 : 4/80 | 49/66: 0.01290
2024-11-16 23:23:02 : 4/80 | 50/66: 0.01652
2024-11-16 23:23:04 : 4/80 | 51/66: 0.00808
2024-11-16 23:23:05 : 4/80 | 52/66: 0.01913
2024-11-16 23:23:07 : 4/80 | 53/66: 0.01180
2024-11-16 23:23:08 : 4/80 | 54/66: 0.00482
2024-11-16 23:23:10 : 4/80 | 55/66: 0.01165
2024-11-16 23:23:11 : 4/80 | 56/66: 0.00896
2024-11-16 23:23:13 : 4/80 | 57/66: 0.00903
2024-11-16 23:23:14 : 4/80 | 58/66: 0.00971
2024-11-16 23:23:16 : 4/80 | 59/66: 0.01322
2024-11-16 23:23:17 : 4/80 | 60/66: 0.00847
2024-11-16 23:23:19 : 4/80 | 61/66: 0.00685
2024-11-16 23:23:20 : 4/80 | 62/66: 0.00658
2024-11-16 23:23:22 : 4/80 | 63/66: 0.01230
2024-11-16 23:23:23 : 4/80 | 64/66: 0.01013
2024-11-16 23:23:25 : 4/80 | 65/66: 0.02281
2024-11-16 23:23:50 : 4: Evaluation loss: 0.25682 | Pearson: 0.59100 | QWK:  0.27500
2024-11-16 23:23:52 : 5/80 | 0/66: 0.03456
2024-11-16 23:23:53 : 5/80 | 1/66: 0.03883
2024-11-16 23:23:55 : 5/80 | 2/66: 0.03187
2024-11-16 23:23:56 : 5/80 | 3/66: 0.03222
2024-11-16 23:23:58 : 5/80 | 4/66: 0.01904
2024-11-16 23:23:59 : 5/80 | 5/66: 0.01035
2024-11-16 23:24:01 : 5/80 | 6/66: 0.02455
2024-11-16 23:24:02 : 5/80 | 7/66: 0.01006
2024-11-16 23:24:04 : 5/80 | 8/66: 0.01516
2024-11-16 23:24:05 : 5/80 | 9/66: 0.01672
2024-11-16 23:24:07 : 5/80 | 10/66: 0.02054
2024-11-16 23:24:08 : 5/80 | 11/66: 0.00796
2024-11-16 23:24:10 : 5/80 | 12/66: 0.00865
2024-11-16 23:24:11 : 5/80 | 13/66: 0.01275
2024-11-16 23:24:12 : 5/80 | 14/66: 0.00917
2024-11-16 23:24:14 : 5/80 | 15/66: 0.03319
2024-11-16 23:24:16 : 5/80 | 16/66: 0.01761
2024-11-16 23:24:17 : 5/80 | 17/66: 0.01577
2024-11-16 23:24:18 : 5/80 | 18/66: 0.01727
2024-11-16 23:24:20 : 5/80 | 19/66: 0.01133
2024-11-16 23:24:21 : 5/80 | 20/66: 0.01103
2024-11-16 23:24:23 : 5/80 | 21/66: 0.01805
2024-11-16 23:24:24 : 5/80 | 22/66: 0.01186
2024-11-16 23:24:26 : 5/80 | 23/66: 0.01815
2024-11-16 23:24:27 : 5/80 | 24/66: 0.01108
2024-11-16 23:24:29 : 5/80 | 25/66: 0.01511
2024-11-16 23:24:30 : 5/80 | 26/66: 0.01413
2024-11-16 23:24:32 : 5/80 | 27/66: 0.01754
2024-11-16 23:24:33 : 5/80 | 28/66: 0.00492
2024-11-16 23:24:35 : 5/80 | 29/66: 0.01734
2024-11-16 23:24:36 : 5/80 | 30/66: 0.00795
2024-11-16 23:24:38 : 5/80 | 31/66: 0.01255
2024-11-16 23:24:39 : 5/80 | 32/66: 0.00745
2024-11-16 23:24:41 : 5/80 | 33/66: 0.01455
2024-11-16 23:24:42 : 5/80 | 34/66: 0.00762
2024-11-16 23:24:44 : 5/80 | 35/66: 0.01899
2024-11-16 23:24:45 : 5/80 | 36/66: 0.00828
2024-11-16 23:24:47 : 5/80 | 37/66: 0.00844
2024-11-16 23:24:48 : 5/80 | 38/66: 0.01363
2024-11-16 23:24:50 : 5/80 | 39/66: 0.01520
2024-11-16 23:24:51 : 5/80 | 40/66: 0.01281
2024-11-16 23:24:53 : 5/80 | 41/66: 0.00624
2024-11-16 23:24:54 : 5/80 | 42/66: 0.00897
2024-11-16 23:24:56 : 5/80 | 43/66: 0.01815
2024-11-16 23:24:57 : 5/80 | 44/66: 0.01044
2024-11-16 23:24:59 : 5/80 | 45/66: 0.02378
2024-11-16 23:25:00 : 5/80 | 46/66: 0.01319
2024-11-16 23:25:02 : 5/80 | 47/66: 0.01653
2024-11-16 23:25:03 : 5/80 | 48/66: 0.00961
2024-11-16 23:25:05 : 5/80 | 49/66: 0.00606
2024-11-16 23:25:06 : 5/80 | 50/66: 0.01566
2024-11-16 23:25:08 : 5/80 | 51/66: 0.02253
2024-11-16 23:25:09 : 5/80 | 52/66: 0.01372
2024-11-16 23:25:11 : 5/80 | 53/66: 0.01831
2024-11-16 23:25:12 : 5/80 | 54/66: 0.01578
2024-11-16 23:25:14 : 5/80 | 55/66: 0.00854
2024-11-16 23:25:15 : 5/80 | 56/66: 0.00960
2024-11-16 23:25:17 : 5/80 | 57/66: 0.00839
2024-11-16 23:25:18 : 5/80 | 58/66: 0.01829
2024-11-16 23:25:20 : 5/80 | 59/66: 0.00890
2024-11-16 23:25:21 : 5/80 | 60/66: 0.00811
2024-11-16 23:25:23 : 5/80 | 61/66: 0.01263
2024-11-16 23:25:24 : 5/80 | 62/66: 0.01335
2024-11-16 23:25:25 : 5/80 | 63/66: 0.00722
2024-11-16 23:25:27 : 5/80 | 64/66: 0.00925
2024-11-16 23:25:29 : 5/80 | 65/66: 0.01700
2024-11-16 23:25:54 : 5: Evaluation loss: 0.24546 | Pearson: 0.60800 | QWK:  0.32700
2024-11-16 23:25:55 : 6/80 | 0/66: 0.01015
2024-11-16 23:25:57 : 6/80 | 1/66: 0.00715
2024-11-16 23:25:58 : 6/80 | 2/66: 0.01540
2024-11-16 23:26:00 : 6/80 | 3/66: 0.01205
2024-11-16 23:26:01 : 6/80 | 4/66: 0.02193
2024-11-16 23:26:03 : 6/80 | 5/66: 0.01108
2024-11-16 23:26:04 : 6/80 | 6/66: 0.00513
2024-11-16 23:26:06 : 6/80 | 7/66: 0.00840
2024-11-16 23:26:07 : 6/80 | 8/66: 0.00924
2024-11-16 23:26:09 : 6/80 | 9/66: 0.01141
2024-11-16 23:26:10 : 6/80 | 10/66: 0.00980
2024-11-16 23:26:12 : 6/80 | 11/66: 0.01004
2024-11-16 23:26:13 : 6/80 | 12/66: 0.01879
2024-11-16 23:26:15 : 6/80 | 13/66: 0.01011
2024-11-16 23:26:16 : 6/80 | 14/66: 0.00856
2024-11-16 23:26:18 : 6/80 | 15/66: 0.01048
2024-11-16 23:26:19 : 6/80 | 16/66: 0.00978
2024-11-16 23:26:21 : 6/80 | 17/66: 0.01743
2024-11-16 23:26:22 : 6/80 | 18/66: 0.01543
2024-11-16 23:26:24 : 6/80 | 19/66: 0.00879
2024-11-16 23:26:25 : 6/80 | 20/66: 0.01142
2024-11-16 23:26:27 : 6/80 | 21/66: 0.01363
2024-11-16 23:26:28 : 6/80 | 22/66: 0.01567
2024-11-16 23:26:30 : 6/80 | 23/66: 0.00904
2024-11-16 23:26:32 : 6/80 | 24/66: 0.01069
2024-11-16 23:26:33 : 6/80 | 25/66: 0.01866
2024-11-16 23:26:35 : 6/80 | 26/66: 0.01096
2024-11-16 23:26:36 : 6/80 | 27/66: 0.01103
2024-11-16 23:26:38 : 6/80 | 28/66: 0.02248
2024-11-16 23:26:39 : 6/80 | 29/66: 0.01183
2024-11-16 23:26:41 : 6/80 | 30/66: 0.00973
2024-11-16 23:26:43 : 6/80 | 31/66: 0.00588
2024-11-16 23:26:44 : 6/80 | 32/66: 0.00979
2024-11-16 23:26:46 : 6/80 | 33/66: 0.01289
2024-11-16 23:26:47 : 6/80 | 34/66: 0.00546
2024-11-16 23:26:49 : 6/80 | 35/66: 0.00750
2024-11-16 23:26:50 : 6/80 | 36/66: 0.00662
2024-11-16 23:26:52 : 6/80 | 37/66: 0.00769
2024-11-16 23:26:54 : 6/80 | 38/66: 0.01258
2024-11-16 23:26:55 : 6/80 | 39/66: 0.00909
2024-11-16 23:26:57 : 6/80 | 40/66: 0.01626
2024-11-16 23:26:58 : 6/80 | 41/66: 0.01127
2024-11-16 23:27:00 : 6/80 | 42/66: 0.01985
2024-11-16 23:27:01 : 6/80 | 43/66: 0.00720
2024-11-16 23:27:03 : 6/80 | 44/66: 0.00936
2024-11-16 23:27:04 : 6/80 | 45/66: 0.01944
2024-11-16 23:27:06 : 6/80 | 46/66: 0.01765
2024-11-16 23:27:07 : 6/80 | 47/66: 0.01155
2024-11-16 23:27:09 : 6/80 | 48/66: 0.00932
2024-11-16 23:27:10 : 6/80 | 49/66: 0.00695
2024-11-16 23:27:12 : 6/80 | 50/66: 0.01197
2024-11-16 23:27:13 : 6/80 | 51/66: 0.00775
2024-11-16 23:27:15 : 6/80 | 52/66: 0.00970
2024-11-16 23:27:16 : 6/80 | 53/66: 0.01029
2024-11-16 23:27:18 : 6/80 | 54/66: 0.00962
2024-11-16 23:27:19 : 6/80 | 55/66: 0.00423
2024-11-16 23:27:21 : 6/80 | 56/66: 0.00697
2024-11-16 23:27:22 : 6/80 | 57/66: 0.01032
2024-11-16 23:27:23 : 6/80 | 58/66: 0.00546
2024-11-16 23:27:25 : 6/80 | 59/66: 0.00559
2024-11-16 23:27:27 : 6/80 | 60/66: 0.00471
2024-11-16 23:27:28 : 6/80 | 61/66: 0.00415
2024-11-16 23:27:30 : 6/80 | 62/66: 0.00592
2024-11-16 23:27:31 : 6/80 | 63/66: 0.00704
2024-11-16 23:27:32 : 6/80 | 64/66: 0.00653
2024-11-16 23:27:34 : 6/80 | 65/66: 0.00695
2024-11-16 23:27:59 : 6: Evaluation loss: 0.23582 | Pearson: 0.62700 | QWK:  0.36100
2024-11-16 23:27:59 : Saving model p3.pt on epoch 6 (0.23582 is the new best loss!)
2024-11-16 23:28:11 : 7/80 | 0/66: 0.04081
2024-11-16 23:28:13 : 7/80 | 1/66: 0.02144
2024-11-16 23:28:14 : 7/80 | 2/66: 0.02647
2024-11-16 23:28:16 : 7/80 | 3/66: 0.01466
2024-11-16 23:28:17 : 7/80 | 4/66: 0.01708
2024-11-16 23:28:19 : 7/80 | 5/66: 0.01208
2024-11-16 23:28:20 : 7/80 | 6/66: 0.01563
2024-11-16 23:28:22 : 7/80 | 7/66: 0.00890
2024-11-16 23:28:23 : 7/80 | 8/66: 0.02260
2024-11-16 23:28:25 : 7/80 | 9/66: 0.01287
2024-11-16 23:28:26 : 7/80 | 10/66: 0.00907
2024-11-16 23:28:28 : 7/80 | 11/66: 0.00524
